,prefecture,municipality,keijyo_syusi_ratio,jissitsu_kousaihi_ratio,kisaiseigen_ratio,zaiseiryoku_index,laspeyres_index,year,syorai_hutan_ratio,muni_code,laspeyres_reference
377,福島県,西会津町,91.8,20.5,12,0.22,90.5,2005,,,
378,福島県,磐梯町,81.7,2.9,2.6,0.39,92.7,2005,,,
379,福島県,猪苗代町,87.6,16.3,9.1,0.45,94.5,2005,,,
380,福島県,会津坂下町,90.4,17,8.4,0.36,95.7,2005,,,
381,福島県,湯川村,84.8,10.3,6.4,0.23,91.6,2005,,,
382,福島県,柳津町,85.8,11,8.9,0.23,93.0,2005,,,
383,福島県,三島町,94.4,16.6,14,0.16,88.0,2005,,,
384,福島県,金山町,88.7,19.9,14.5,0.24,96.2,2005,,,
385,福島県,昭和村,91.8,14.6,11.3,0.11,94.9,2005,,,
386,福島県,会津美里町,88.4,17.8,10.1,0.24,92.5,2005,,,
387,福島県,西郷村,75.3,16.7,8.4,0.83,96.2,2005,,,
388,福島県,泉崎村,72.7,30.1,18,0.61,91.0,2005,,,
389,福島県,中島村,78.5,9.1,6.2,0.32,92.0,2005,,,
390,福島県,矢吹町,87.2,24.3,14.1,0.49,94.5,2005,,,
391,福島県,棚倉町,83.4,12.9,7.2,0.53,97.5,2005,,,
392,福島県,矢祭町,89.2,19.9,13.9,0.28,94.0,2005,,,
393,福島県,塙町,88.9,16.5,9.6,0.27,96.8,2005,,,
394,福島県,鮫川村,90.5,14.7,10.2,0.18,95.9,2005,,,
395,福島県,石川町,91.2,22,13.3,0.43,93.0,2005,,,
396,福島県,玉川村,87.2,19.6,11.6,0.38,94.8,2005,,,
397,福島県,平田村,86.3,18.8,10.1,0.27,93.1,2005,,,
398,福島県,浅川町,88.4,15.3,10.1,0.36,92.4,2005,,,
399,福島県,古殿町,82.5,10.5,8,0.24,92.6,2005,,,
400,福島県,三春町,81,21.8,15,0.44,90.4,2005,,,
401,福島県,小野町,82.6,15.8,12.8,0.36,92.4,2005,,,
402,福島県,広野町,59,13.4,7.4,1.33,96.2,2005,,,
403,福島県,楢葉町,81.2,15.9,9,1.19,94.7,2005,,,
404,福島県,富岡町,96.8,19.8,11.3,0.94,96.5,2005,,,
405,福島県,川内村,85.6,12,5.1,0.28,95.7,2005,,,
406,福島県,大熊町,61.6,5.3,2.7,1.64,96.0,2005,,,
407,福島県,双葉町,89.1,27.3,13.7,0.8,94.1,2005,,,
408,福島県,浪江町,80.3,19.5,9.9,0.44,94.9,2005,,,
409,福島県,葛尾村,96,16.4,14.8,0.14,91.8,2005,,,
410,福島県,新地町,81.1,14.9,8.3,1.13,95.8,2005,,,
411,福島県,飯舘村,85.4,10.8,7.9,0.22,93.9,2005,,,
412,茨城県,水戸市,88.8,20.2,13.3,0.84,100.1,2005,,,
413,茨城県,日立市,83.6,12.8,11.8,0.77,98.1,2005,,,
414,茨城県,土浦市,85.3,16.4,13.6,0.9,96.7,2005,,,
415,茨城県,古河市,92,14.7,9.9,0.74,97.9,2005,,,
416,茨城県,石岡市,89,13.6,9.3,0.61,98.0,2005,,,
417,茨城県,結城市,89.8,17.1,11.6,0.68,97.7,2005,,,
418,茨城県,龍ケ崎市,95.9,17.5,12.1,0.76,99.5,2005,,,
419,茨城県,下妻市,99.7,19.3,10.2,0.55,97.6,2005,,,
420,茨城県,常総市,94.8,14.5,9.7,0.75,95.8,2005,,,
421,茨城県,常陸太田市,93.4,13.4,10.9,0.4,95.9,2005,,,
422,茨城県,高萩市,91,17.2,10.4,0.55,91.6,2005,,,
423,茨城県,北茨城市,92.3,18.5,15.7,0.64,95.8,2005,,,
424,茨城県,笠間市,89.9,12.5,6.9,0.6,96.6,2005,,,
425,茨城県,取手市,89.8,15.9,10.8,0.92,98.9,2005,,,
426,茨城県,牛久市,89.7,12.8,11.1,0.94,97.8,2005,,,
427,茨城県,つくば市,85.6,13.7,11.3,1.04,98.4,2005,,,
428,茨城県,ひたちなか市,92.2,16.6,11.4,0.9,97.2,2005,,,
429,茨城県,鹿嶋市,87.3,15.7,11.7,0.99,98.3,2005,,,
430,茨城県,潮来市,92.1,17.5,14.1,0.52,98.1,2005,,,
431,茨城県,守谷市,92.3,16.9,12.3,0.98,97.2,2005,,,
432,茨城県,常陸大宮市,88,13.9,10.3,0.44,95.1,2005,,,
433,茨城県,那珂市,85,14.8,10.9,0.62,96.3,2005,,,
434,茨城県,筑西市,93.3,18.8,11.2,0.64,96.9,2005,,,
435,茨城県,坂東市,92.7,13.1,8.5,0.61,96.5,2005,,,
436,茨城県,稲敷市,90.8,9.7,4.8,0.66,93.1,2005,,,
437,茨城県,かすみがうら市,87.7,10.1,7.4,0.57,96.8,2005,,,
438,茨城県,桜川市,94.8,14.2,7.3,0.47,97.8,2005,,,
439,茨城県,神栖市,81,10.1,5.5,1.36,97.9,2005,,,
440,茨城県,行方市,98.8,17.6,12.6,0.41,96.2,2005,,,
441,茨城県,鉾田市,95.4,14,10.5,0.45,96.0,2005,,,
442,茨城県,つくばみらい市,98.7,13.5,9.1,0.63,96.1,2005,,,
443,茨城県,小美玉市,89.9,12.8,9.9,0.63,95.6,2005,,,
444,茨城県,茨城町,80.4,11.5,10.5,0.51,99.3,2005,,,
445,茨城県,大洗町,90.2,15,9.1,0.85,97.7,2005,,,
446,茨城県,城里町,87.5,17.2,11.3,0.36,95.2,2005,,,
447,茨城県,東海村,65.9,8.4,6.1,1.73,97.9,2005,,,
448,茨城県,大子町,97.8,16.2,14.6,0.33,95.4,2005,,,
449,茨城県,美浦村,86,11.3,6.8,1.09,97.4,2005,,,
450,茨城県,阿見町,92.6,16.1,12.7,0.97,98.7,2005,,,
451,茨城県,河内町,93.5,12.1,4.6,0.41,91.3,2005,,,
452,茨城県,八千代町,88.9,11.5,6,0.49,91.8,2005,,,
453,茨城県,五霞町,89,16.8,9.6,0.81,93.1,2005,,,
454,茨城県,境町,86.4,12.1,7.8,0.65,93.8,2005,,,
455,茨城県,利根町,97.8,14,5.8,0.49,94.6,2005,,,
456,栃木県,宇都宮市,82.7,11.8,10.4,1.02,100.8,2005,,,
457,栃木県,足利市,86.8,19,12.9,0.72,99.3,2005,,,
458,栃木県,栃木市,90,16.6,13,0.77,99.9,2005,,,
459,栃木県,佐野市,85.4,13.9,10.6,0.73,98.2,2005,,,
460,栃木県,鹿沼市,88.6,11.6,9.5,0.71,99.6,2005,,,
461,栃木県,日光市,97.1,14.1,12.8,0.65,99.6,2005,,,
462,栃木県,小山市,85.6,17.6,12,0.97,101.1,2005,,,
463,栃木県,真岡市,78.1,18.4,10.9,0.92,100.0,2005,,,
464,栃木県,大田原市,89,12.8,9.6,0.67,99.2,2005,,,
465,栃木県,矢板市,89.3,14.9,8.6,0.79,98.3,2005,,,
466,栃木県,那須塩原市,89.7,16.2,12.6,0.84,99.5,2005,,,
467,栃木県,さくら市,88.6,16.8,8.6,0.74,96.7,2005,,,
468,栃木県,那須烏山市,87.8,16.7,10.6,0.45,96.3,2005,,,
469,栃木県,下野市,87.4,17,13,0.78,98.9,2005,,,
470,栃木県,上三川町,66.9,9.6,7.4,1.13,100.9,2005,,,
471,栃木県,上河内町,89.9,14.6,9.9,0.58,95.6,2005,,,
472,栃木県,河内町,90.6,12.7,10.8,0.78,94.7,2005,,,
473,栃木県,西方町,81.2,15.2,8.8,0.59,97.5,2005,,,
474,栃木県,二宮町,80.4,12.2,8.5,0.48,96.4,2005,,,
475,栃木県,益子町,85.4,14,10.8,0.57,98.5,2005,,,
476,栃木県,茂木町,84.5,12.7,7.5,0.49,98.9,2005,,,
477,栃木県,市貝町,86.2,12.7,11.4,0.84,94.6,2005,,,
478,栃木県,芳賀町,69.1,12.1,7.7,1.35,99.7,2005,,,
479,栃木県,壬生町,83,7.5,5.4,0.69,97.3,2005,,,
480,栃木県,野木町,84.5,11.3,9,0.87,99.6,2005,,,
481,栃木県,大平町,93,15.2,10.9,0.77,95.6,2005,,,
482,栃木県,藤岡町,85.6,11.1,7.6,0.56,90.5,2005,,,
483,栃木県,岩舟町,89.1,10.9,7.9,0.61,100.0,2005,,,
484,栃木県,都賀町,81,11.2,8.1,0.63,96.0,2005,,,
485,栃木県,塩谷町,87.4,14.1,11.7,0.49,94.9,2005,,,
486,栃木県,高根沢町,79.4,15.2,9.2,0.88,95.0,2005,,,
487,栃木県,那須町,93,9.9,6.4,0.84,95.8,2005,,,
488,栃木県,那珂川町,89.5,12.1,8.4,0.4,94.4,2005,,,
489,群馬県,前橋市,90.6,13.8,13.3,0.8,99.2,2005,,,
490,群馬県,高崎市,95.6,12.7,9.8,0.85,99.4,2005,,,
491,群馬県,桐生市,99.6,14,11.2,0.55,97.7,2005,,,
492,群馬県,伊勢崎市,88.2,11.1,9.1,0.81,98.4,2005,,,
493,群馬県,太田市,90.7,14.2,12.1,0.97,98.8,2005,,,
494,群馬県,沼田市,99.2,17.2,11.9,0.5,97.8,2005,,,
495,群馬県,館林市,89.7,10.9,8.8,0.8,94.2,2005,,,
496,群馬県,渋川市,96.1,14.8,10.2,0.56,95.9,2005,,,
497,群馬県,藤岡市,96,16.3,10.9,0.64,93.9,2005,,,
498,群馬県,富岡市,102.2,18.6,13,0.6,98.0,2005,,,
499,群馬県,安中市,98.2,17,13.8,0.68,97.1,2005,,,
500,群馬県,みどり市,96.4,9.7,5.4,0.63,97.1,2005,,,
501,群馬県,富士見村,86.6,9.3,6.4,0.54,96.3,2005,,,
502,群馬県,榛名町,94.5,13.2,9.5,0.47,97.9,2005,,,
503,群馬県,榛東村,84.7,5.7,1.9,0.51,92.7,2005,,,
504,群馬県,吉岡町,81.3,10.5,6.2,0.58,93.8,2005,,,
505,群馬県,吉井町,91.1,11.1,9.1,0.59,96.9,2005,,,
506,群馬県,上野村,87.1,16.7,15.6,0.2,86.1,2005,,,
507,群馬県,神流町,93,10.3,8.5,0.18,85.8,2005,,,
508,群馬県,下仁田町,98.1,17.2,7.4,0.37,96.3,2005,,,
509,群馬県,南牧村,100,15.4,9.7,0.2,92.3,2005,,,
510,群馬県,甘楽町,83.2,14.3,9.3,0.41,98.0,2005,,,
511,群馬県,中之条町,94.6,14.9,8.9,0.45,98.1,2005,,,
512,群馬県,長野原町,100.4,18.1,10.7,0.53,98.6,2005,,,
513,群馬県,嬬恋村,92.4,24.7,14,0.55,96.4,2005,,,
514,群馬県,草津町,100.7,18.4,11.2,0.99,90.2,2005,,,
515,群馬県,六合村,97.3,17.2,11,0.2,93.7,2005,,,
516,群馬県,高山村,89,12.2,8.7,0.34,95.9,2005,,,
517,群馬県,東吾妻町,98.9,19.8,13.4,0.41,100.2,2005,,,
518,群馬県,片品村,90.2,14.8,6.2,0.28,89.9,2005,,,
519,群馬県,川場村,89.3,17.4,12.4,0.23,90.5,2005,,,
520,群馬県,昭和村,94.8,18.1,8.9,0.33,93.9,2005,,,
521,群馬県,みなかみ町,102.8,20.7,16.6,0.46,94.7,2005,,,
522,群馬県,玉村町,89.8,8,6.5,0.76,98.0,2005,,,
523,群馬県,板倉町,88.6,13.7,10.3,0.49,95.8,2005,,,
524,群馬県,明和町,75.9,8.2,5.8,0.71,90.0,2005,,,
525,群馬県,千代田町,89.1,10.7,6.8,0.78,91.0,2005,,,
526,群馬県,大泉町,94,11.6,7.2,1.13,97.8,2005,,,
527,群馬県,邑楽町,87,8.8,5.3,0.76,96.8,2005,,,
528,埼玉県,さいたま市,84.9,12.2,9.9,0.97,100.0,2005,,,
529,埼玉県,川越市,87.2,11.2,8.8,0.95,99.9,2005,,,
530,埼玉県,熊谷市,87.1,14.5,10.4,0.86,98.5,2005,,,
531,埼玉県,川口市,85,13.5,8.5,0.97,100.7,2005,,,
532,埼玉県,行田市,89.3,11.9,8.9,0.69,97.4,2005,,,
533,埼玉県,秩父市,84.1,11.6,6.4,0.58,94.3,2005,,,
534,埼玉県,所沢市,85.5,9.6,6.1,1.04,101.1,2005,,,
535,埼玉県,飯能市,86.5,11,7.7,0.8,96.1,2005,,,
536,埼玉県,加須市,87.5,14.3,9.3,0.75,97.8,2005,,,
537,埼玉県,本庄市,92.2,16.7,9.7,0.73,98.0,2005,,,
538,埼玉県,東松山市,86,8.5,6.9,0.86,97.9,2005,,,
539,埼玉県,春日部市,92,16.8,12,0.74,97.3,2005,,,
540,埼玉県,狭山市,86.3,8,7.8,1.08,99.4,2005,,,
541,埼玉県,羽生市,86.6,17.7,13.6,0.72,93.6,2005,,,
542,埼玉県,鴻巣市,91.3,13.1,7.6,0.75,99.1,2005,,,
543,埼玉県,深谷市,81.9,8.2,4,0.76,98.3,2005,,,
544,埼玉県,上尾市,89.6,10.5,9,0.92,98.3,2005,,,
545,埼玉県,草加市,83.9,16.2,10.4,0.91,98.6,2005,,,
546,埼玉県,越谷市,83.8,16.2,10,0.87,99.0,2005,,,
547,埼玉県,蕨市,85.7,11.5,8.9,0.84,99.3,2005,,,
548,埼玉県,戸田市,80.8,7.5,4.2,1.38,98.7,2005,,,
549,埼玉県,入間市,91,10.7,9.6,0.94,100.3,2005,,,
550,埼玉県,鳩ケ谷市,85.7,16.4,11.4,0.75,98.6,2005,,,
551,埼玉県,朝霞市,84.6,6.3,5.3,1.06,97.3,2005,,,
552,埼玉県,志木市,89.1,12,8.9,0.91,92.7,2005,,,
553,埼玉県,和光市,74.8,9,5.6,1.16,100.0,2005,,,
554,埼玉県,新座市,93.6,12.6,9.8,0.92,96.8,2005,,,
555,埼玉県,桶川市,91.5,14.2,8.2,0.81,99.1,2005,,,
556,埼玉県,久喜市,90.7,13.4,9.4,0.9,96.4,2005,,,
557,埼玉県,北本市,87.5,15.8,8.3,0.81,98.3,2005,,,
558,埼玉県,八潮市,92,21.1,16.6,1,96.5,2005,,,
559,埼玉県,富士見市,92.6,11.3,9.2,0.72,100.0,2005,,,
560,埼玉県,三郷市,87.3,15.3,10.4,0.83,94.8,2005,,,
561,埼玉県,蓮田市,89.4,17.7,11.2,0.77,92.3,2005,,,
562,埼玉県,坂戸市,94.5,15.2,11.5,0.83,95.9,2005,,,
563,埼玉県,幸手市,96.8,19.1,15.2,0.71,97.1,2005,,,
564,埼玉県,鶴ケ島市,91.9,12.8,7.4,0.88,95.8,2005,,,
565,埼玉県,日高市,89.1,11.5,7.8,0.83,94.8,2005,,,
566,埼玉県,吉川市,90.6,14.1,11.1,0.79,97.9,2005,,,
567,埼玉県,ふじみ野市,99.7,8.2,6.8,0.84,97.6,2005,,,
568,埼玉県,伊奈町,92.3,15.5,11.2,0.85,97.4,2005,,,
569,埼玉県,三芳町,86.5,9.3,9.1,1.16,94.7,2005,,,
570,埼玉県,毛呂山町,86.2,7.1,6.4,0.67,89.8,2005,,,
571,埼玉県,越生町,89.5,10.5,8.8,0.56,89.8,2005,,,
572,埼玉県,滑川町,80.9,14.7,7.5,0.89,97.6,2005,,,
573,埼玉県,嵐山町,91.1,12.4,9.6,0.76,97.6,2005,,,
574,埼玉県,小川町,91.7,10.1,6.6,0.67,98.6,2005,,,
575,埼玉県,川島町,83.1,12.5,8.1,0.66,97.2,2005,,,
576,埼玉県,吉見町,85.4,11.1,6.6,0.65,97.2,2005,,,
577,埼玉県,鳩山町,92.2,8.6,6.4,0.72,90.5,2005,,,
578,埼玉県,ときがわ町,89.5,3.5,1.6,0.48,95.9,2005,,,
579,埼玉県,横瀬町,88.6,13.9,10,0.68,87.2,2005,,,
580,埼玉県,皆野町,88.8,17,7,0.47,79.6,2005,,,
581,埼玉県,長瀞町,93.1,20.1,7.6,0.48,86.3,2005,,,
582,埼玉県,小鹿野町,88.5,16,11.2,0.38,87.4,2005,,,
583,埼玉県,東秩父村,94.4,9.9,8.1,0.25,88.3,2005,,,
584,埼玉県,美里町,85.5,10.5,4.6,0.85,96.1,2005,,,
585,埼玉県,神川町,92.4,11.5,7.8,0.66,94.4,2005,,,
586,埼玉県,上里町,91.9,12.1,6.5,0.79,94.0,2005,,,
587,埼玉県,江南町,88.8,6.7,4.3,0.7,96.3,2005,,,
588,埼玉県,寄居町,80.4,10.5,7.8,0.74,93.1,2005,,,
589,埼玉県,騎西町,83.6,14.3,4.9,0.53,97.1,2005,,,
590,埼玉県,北川辺町,87,9.6,7.3,0.56,94.8,2005,,,
591,埼玉県,大利根町,84.9,14.8,8.2,0.83,92.3,2005,,,
592,埼玉県,宮代町,88.7,12.2,6.4,0.63,93.2,2005,,,
593,埼玉県,白岡町,85.5,16.7,8.5,0.79,96.1,2005,,,
594,埼玉県,菖蒲町,87.3,14.4,9.9,0.62,94.7,2005,,,
595,埼玉県,栗橋町,96.8,15.6,3.6,0.68,92.6,2005,,,
596,埼玉県,鷲宮町,87.4,13.2,10,0.67,92.6,2005,,,
597,埼玉県,杉戸町,87.7,15.1,11.8,0.71,97.6,2005,,,
598,埼玉県,松伏町,90.4,15.2,7.4,0.62,96.3,2005,,,
599,千葉県,千葉市,94.8,23,15.8,0.97,100.3,2005,,,
600,千葉県,銚子市,90.5,14.9,7.4,0.55,98.2,2005,,,
601,千葉県,市川市,86.2,10.4,7.5,1.07,100.8,2005,,,
602,千葉県,船橋市,93.5,12.2,7.1,0.97,102.4,2005,,,
603,千葉県,館山市,95.6,13.3,12.9,0.61,100.2,2005,,,
604,千葉県,木更津市,88.4,20,9.9,0.82,99.1,2005,,,
605,千葉県,松戸市,89.7,13.8,12.1,0.92,101.2,2005,,,
606,千葉県,野田市,86.7,14.9,8.9,0.89,100.4,2005,,,
607,千葉県,茂原市,91.3,19,12.2,0.84,97.1,2005,,,
608,千葉県,成田市,74.9,9.4,8.4,1.38,102.1,2005,,,
609,千葉県,佐倉市,96,11.3,9.6,0.98,101.7,2005,,,
610,千葉県,東金市,92,17.9,8.9,0.68,100.1,2005,,,
611,千葉県,旭市,93.6,16.8,10.6,0.48,95.9,2005,,,
612,千葉県,習志野市,88.9,13.3,8.1,0.88,98.9,2005,,,
613,千葉県,柏市,90.4,17,13.3,0.97,100.7,2005,,,
614,千葉県,勝浦市,94.8,14.7,11.4,0.57,97.9,2005,,,
615,千葉県,市原市,86.8,17.1,12.6,1.14,101.5,2005,,,
616,千葉県,流山市,87.3,13.6,10.6,0.9,98.1,2005,,,
617,千葉県,八千代市,91.3,14.1,10.9,0.95,99.9,2005,,,
618,千葉県,我孫子市,95.7,10.2,8.4,0.92,102.2,2005,,,
619,千葉県,鴨川市,94.7,17.9,15.9,0.55,99.0,2005,,,
620,千葉県,鎌ケ谷市,94.4,16.7,8.9,0.77,101.3,2005,,,
621,千葉県,君津市,81.1,14.7,6.3,1.07,99.0,2005,,,
622,千葉県,富津市,91.4,15.7,7.4,1.09,97.2,2005,,,
623,千葉県,浦安市,78.5,12.3,11,1.65,100.9,2005,,,
624,千葉県,四街道市,89.8,9.9,8,0.9,97.4,2005,,,
625,千葉県,袖ケ浦市,78,7.5,4.2,1.3,101.0,2005,,,
626,千葉県,八街市,89.6,10.3,6.8,0.68,96.1,2005,,,
627,千葉県,印西市,93.9,23.1,13,1.01,100.9,2005,,,
628,千葉県,白井市,98.7,20.7,12.1,0.91,98.1,2005,,,
629,千葉県,富里市,93.1,11.5,10.5,0.82,100.5,2005,,,
630,千葉県,南房総市,94.9,12.4,10.8,0.35,98.7,2005,,,
631,千葉県,匝瑳市,99.9,16,11.3,0.49,99.4,2005,,,
632,千葉県,香取市,89.9,16.2,8.2,0.54,99.3,2005,,,
633,千葉県,山武市,93.1,12.3,7.2,0.51,98.8,2005,,,
634,千葉県,いすみ市,91.7,16.4,9.9,0.47,92.8,2005,,,
635,千葉県,酒々井町,94.7,13.5,9.3,0.75,98.0,2005,,,
636,千葉県,印旛村,98,23,16.4,0.52,95.3,2005,,,
637,千葉県,本埜村,92.4,19.1,14.3,0.49,96.4,2005,,,
638,千葉県,栄町,96.8,16.3,13.4,0.63,93.9,2005,,,
639,千葉県,神崎町,95.2,19.8,14.7,0.51,100.2,2005,,,
640,千葉県,多古町,79.4,13.3,7.7,0.61,99.2,2005,,,
641,千葉県,東庄町,81.5,15.4,8.1,0.5,96.7,2005,,,
642,千葉県,大網白里町,84.1,10.8,4.5,0.63,100.1,2005,,,
643,千葉県,九十九里町,94.7,15.4,9.9,0.47,97.7,2005,,,
644,千葉県,芝山町,81.5,8,3.8,1.03,98.5,2005,,,
645,千葉県,横芝光町,91,13.1,6.1,0.49,98.0,2005,,,
646,千葉県,一宮町,90.2,14.2,6.6,0.59,88.6,2005,,,
647,千葉県,睦沢町,89.5,12.9,9.2,0.5,90.2,2005,,,
648,千葉県,長生村,80.4,13.5,7.2,0.56,91.6,2005,,,
649,千葉県,白子町,87.2,11.7,7.4,0.55,94.2,2005,,,
650,千葉県,長柄町,85.2,14.6,7.2,0.6,94.6,2005,,,
651,千葉県,長南町,86.8,13.2,8,0.57,88.2,2005,,,
652,千葉県,大多喜町,89.8,7.7,6.3,0.53,95.9,2005,,,
653,千葉県,御宿町,85.1,12.8,11.1,0.58,89.7,2005,,,
654,千葉県,鋸南町,97.6,19.8,16.3,0.35,100.2,2005,,,
655,東京都,千代田区,66.8,4.9,6.5,0.8,102.0,2005,,,
656,東京都,中央区,73.8,9.1,11.5,0.62,101.7,2005,,,
657,東京都,港区,55.9,7.5,9.3,1.13,101.0,2005,,,
658,東京都,新宿区,79.4,5.6,7.2,0.66,101.7,2005,,,
659,東京都,文京区,76.7,8.4,10.5,0.67,101.1,2005,,,
660,東京都,台東区,79.4,8.9,9.2,0.43,100.9,2005,,,
661,東京都,墨田区,85,7.8,9.8,0.34,102.3,2005,,,
662,東京都,江東区,77,3.9,5.5,0.41,100.9,2005,,,
663,東京都,品川区,71.9,4.6,6.1,0.52,101.2,2005,,,
664,東京都,目黒区,83.7,10.4,12.8,0.74,101.6,2005,,,
665,東京都,大田区,77.2,6.2,8.7,0.54,102.0,2005,,,
666,東京都,世田谷区,80.9,6.8,8.9,0.84,101.5,2005,,,
667,東京都,渋谷区,70.5,4.4,5.6,1.08,100.3,2005,,,
668,東京都,中野区,80.1,5.8,7.9,0.51,101.9,2005,,,
669,東京都,杉並区,78,6.8,9.1,0.67,101.7,2005,,,
670,東京都,豊島区,77.8,8.6,9,0.52,100.9,2005,,,
671,東京都,北区,78.3,5.3,7,0.35,101.6,2005,,,
672,東京都,荒川区,75.9,6.5,8,0.28,101.6,2005,,,
673,東京都,板橋区,81.8,5.7,7.4,0.43,100.5,2005,,,
674,東京都,練馬区,79.2,8.6,9,0.48,101.9,2005,,,
675,東京都,足立区,78.5,6.4,8.9,0.32,101.7,2005,,,
676,東京都,葛飾区,76,6.2,8.7,0.33,101.5,2005,,,
677,東京都,江戸川区,76.7,4.4,6.2,0.38,100.6,2005,,,
678,東京都,八王子市,88,15.7,14,1.03,101.8,2005,,,
679,東京都,立川市,89.8,15.2,8.1,1.2,101.4,2005,,,
680,東京都,武蔵野市,79,5.4,4.7,1.63,102.6,2005,,,
681,東京都,三鷹市,87.2,13.1,9.3,1.26,101.3,2005,,,
682,東京都,青梅市,90.5,10.2,3.4,0.9,100.2,2005,,,
683,東京都,府中市,84.3,10.2,8.2,1.26,101.9,2005,,,
684,東京都,昭島市,92.3,7.8,7.4,1.03,102.0,2005,,,
685,東京都,調布市,85.4,12.8,7.6,1.28,103.8,2005,,,
686,東京都,町田市,87.5,6.7,6.3,1.14,101.8,2005,,,
687,東京都,小金井市,91.2,12.2,7.8,1.08,100.7,2005,,,
688,東京都,小平市,94.3,12.1,10,1,100.6,2005,,,
689,東京都,日野市,87.8,6.4,6,1.03,101.3,2005,,,
690,東京都,東村山市,93.3,11.9,9.7,0.83,96.7,2005,,,
691,東京都,国分寺市,93.3,15.6,10.2,1.05,101.3,2005,,,
692,東京都,国立市,97.2,13,5.9,1.02,102.6,2005,,,
693,東京都,福生市,95.9,11.5,6.9,0.77,102.0,2005,,,
694,東京都,狛江市,100.2,17.9,13.5,0.91,100.3,2005,,,
695,東京都,東大和市,92,12.2,10.3,0.87,101.9,2005,,,
696,東京都,清瀬市,92.2,10.8,9.4,0.69,99.4,2005,,,
697,東京都,東久留米市,92.3,14.4,10.8,0.84,101.4,2005,,,
698,東京都,武蔵村山市,96.4,6.1,5.3,0.81,100.4,2005,,,
699,東京都,多摩市,87.3,10.2,5.5,1.22,101.8,2005,,,
700,東京都,稲城市,85,6.3,4.6,0.9,100.4,2005,,,
701,東京都,羽村市,91.3,11,6.6,1.06,101.5,2005,,,
702,東京都,あきる野市,95.6,12.5,9.4,0.8,99.0,2005,,,
703,東京都,西東京市,89.3,10.1,6.7,0.95,100.0,2005,,,
704,東京都,瑞穂町,82.4,7.4,4.1,1.05,99.6,2005,,,
705,東京都,日の出町,97.9,14.5,10.4,0.71,100.1,2005,,,
706,東京都,桧原村,81.7,5.6,4.6,0.25,96.2,2005,,,
707,東京都,奥多摩町,92.4,16.9,13.4,0.44,99.2,2005,,,
708,東京都,大島町,92.2,12.6,11.7,0.42,87.7,2005,,,
709,東京都,利島村,88.7,16.5,10.7,0.16,82.4,2005,,,
710,東京都,新島村,93,3.9,3.3,0.37,90.3,2005,,,
711,東京都,神津島村,88.4,15,12.2,0.32,85.7,2005,,,
712,東京都,三宅村,83.2,20.6,19,0.18,86.6,2005,,,
713,東京都,御蔵島村,87.7,8.8,7.5,0.24,82.6,2005,,,
714,東京都,八丈町,85.9,6.5,5.7,0.41,90.6,2005,,,
715,東京都,青ケ島村,85.1,18.3,7.1,0.15,89.8,2005,,,
716,東京都,小笠原村,85.4,13.1,12.1,0.34,90.4,2005,,,
717,神奈川県,横浜市,93.6,23.3,14.2,0.93,100.6,2005,,,
718,神奈川県,川崎市,85.8,17.9,12.3,1.02,102.4,2005,,,
719,神奈川県,横須賀市,96.8,12.8,11.8,0.84,102.0,2005,,,
720,神奈川県,平塚市,87.8,12.2,7.8,1.1,101.4,2005,,,
721,神奈川県,鎌倉市,88.3,13.5,9.9,1.22,96.4,2005,,,
722,神奈川県,藤沢市,82.5,14.7,7.5,1.16,102.4,2005,,,
723,神奈川県,小田原市,88.7,19.3,14.9,1.04,100.1,2005,,,
724,神奈川県,茅ヶ崎市,93.6,11.9,9.9,0.99,101.0,2005,,,
725,神奈川県,逗子市,95.9,12.6,9.1,0.96,99.2,2005,,,
726,神奈川県,相模原市,89.7,12.6,12.3,0.99,100.8,2005,,,
727,神奈川県,三浦市,100,15.2,10.8,0.75,100.0,2005,,,
728,神奈川県,秦野市,83.3,10.8,8.6,1.01,99.5,2005,,,
729,神奈川県,厚木市,78.9,11,9.7,1.4,100.6,2005,,,
730,神奈川県,大和市,86.4,15,9.7,1.03,100.6,2005,,,
731,神奈川県,伊勢原市,93.8,13.1,10.7,1.08,98.2,2005,,,
732,神奈川県,海老名市,81.4,8.6,7.7,1.12,99.8,2005,,,
733,神奈川県,座間市,92.6,15.3,12.9,0.9,99.8,2005,,,
734,神奈川県,南足柄市,94.6,9.1,7.8,1.17,99.3,2005,,,
735,神奈川県,綾瀬市,83.4,10.9,7.7,0.96,100.3,2005,,,
736,神奈川県,葉山町,90.5,6.2,4.4,1.02,101.3,2005,,,
737,神奈川県,寒川町,83.4,8.8,7.6,1.17,99.3,2005,,,
738,神奈川県,大磯町,88.1,11.1,8.7,1,95.0,2005,,,
739,神奈川県,二宮町,88,7.5,5.7,0.83,91.4,2005,,,
740,神奈川県,中井町,80.4,14.7,10.1,1.42,94.1,2005,,,
741,神奈川県,大井町,72.2,9.5,5.6,0.96,95.2,2005,,,
742,神奈川県,松田町,87.1,7.6,4.4,0.72,96.1,2005,,,
743,神奈川県,山北町,84.5,14.4,8.1,0.74,96.9,2005,,,
744,神奈川県,開成町,90.7,12.5,6.7,0.92,100.0,2005,,,
745,神奈川県,箱根町,90.9,10.4,9.8,1.62,94.7,2005,,,
746,神奈川県,真鶴町,87,7.9,6,0.63,89.2,2005,,,
