,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_世直し連合,得票数_公明党,得票数_国民民主党,得票数_尊王義塾蒼龍社,得票数_市役所を改革する会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自動車販売・修理業,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_世直し連合,得票率_公明党,得票率_国民民主党,得票率_尊王義塾蒼龍社,得票率_市役所を改革する会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自動車販売・修理業,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_世直し連合,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_尊王義塾蒼龍社,一人あたり得票率_市役所を改革する会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自動車販売・修理業,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_世直し連合,立候補者数_公明党,立候補者数_国民民主党,立候補者数_尊王義塾蒼龍社,立候補者数_市役所を改革する会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自動車販売・修理業,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_世直し連合,当選者数_公明党,当選者数_国民民主党,当選者数_尊王義塾蒼龍社,当選者数_市役所を改革する会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自動車販売・修理業,当選者数_自由民主党
指宿市議会議員選挙（2018年02月04日投票）,指宿市議会議員選挙,鹿児島県,指宿市,20180204.0,2018.0,2.0,4.0,20180128.0,,20.0,28.0,1.4,34990.0,,,,任期満了,,,,,指宿市議会議員選挙（2018年02月04日投票）,1.0,28.0,20.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.1,0.5714285714285714,0.42857142857142855,0.0,0.65,0.35,0.0,0.6212439193884642,0.37875608061153576,,0.038827744961779015,0.03156300671762798,,23024.0,0.0,59.42857142857143,9.990812105660492,38.0,55.5,63.5,67.25,71.0,60.4,9.67160793250016,38.0,57.0,64.0,67.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日置市議会議員選挙（2005年05月29日投票）,日置市議会議員選挙,鹿児島県,日置市,20050529.0,2005.0,5.0,29.0,20050522.0,78.3,0.0,50.0,,41967.0,,,,その他,,,,,日置市議会議員選挙（2005年05月29日投票）,4.0,50.0,30.0,1.6666666666666667,0.0,0.0,0.0,0.1,0.13333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02,,32563.68,4.0,57.6,9.385094565320054,27.0,52.25,58.0,64.25,75.0,56.733333333333334,9.932885895963077,27.0,51.25,57.5,64.0,70.0,,,,,,,,1708.0,,,29581.0,821.0,,453.68,,32563.68,,,,,,,,0.05245107432575188,,,0.9084047011885634,0.025212138185856145,,0.013932086299828521,,1.0,,,,,,,,0.017483691441917294,,,0.02018677113752363,0.025212138185856145,,0.013932086299828521,,,,,,,,,3.0,,,45.0,1.0,,1.0,,,,,,,,,1.0,,,28.0,1.0,,0.0,
日置市議会議員選挙（2009年05月17日投票）,日置市議会議員選挙,鹿児島県,日置市,20090517.0,2009.0,5.0,17.0,20090510.0,70.37,22.0,25.0,1.1363636363636365,41450.0,,,-517.0,任期満了,78.3,,,,日置市議会議員選挙（2009年05月17日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.2,0.22727272727272727,0.8,0.2,0.0,0.8636363636363636,0.13636363636363635,0.0,0.8266611353107931,0.17333886468920695,,0.04133305676553965,0.03466777293784139,,28926.0,5.0,57.12,8.84678472666765,31.0,54.0,58.0,62.0,71.0,56.45454545454545,8.988514250406018,31.0,53.25,57.5,61.75,71.0,,,1999.0,,,,,1114.0,,979.0,23525.0,1309.0,,,,28926.0,,,0.06910737744589643,,,,,0.038512065269999306,,0.03384498375164212,0.8132821682915025,0.04525340524095969,,,,1.0,,,0.06910737744589643,,,,,0.038512065269999306,,0.03384498375164212,0.038727722299595355,0.04525340524095969,,,,,,1.0,,,,,1.0,,1.0,21.0,1.0,,,,,,1.0,,,,,1.0,,1.0,18.0,1.0,,,
日置市議会議員選挙（2013年05月19日投票）,日置市議会議員選挙,鹿児島県,日置市,20130519.0,2013.0,5.0,19.0,20130512.0,無投票,22.0,22.0,1.0,,,,,任期満了,70.37,,,,日置市議会議員選挙（2013年05月19日投票）,1.0,22.0,22.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.18181818181818182,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7727272727272727,0.18181818181818182,0.045454545454545456,,,,,,,0.0,4.0,57.09090909090909,8.140298692917684,35.0,53.25,58.5,63.25,69.0,57.09090909090909,8.140298692917684,35.0,53.25,58.5,63.25,69.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,19.0,1.0,,,,,,1.0,,,,,1.0,,,19.0,1.0,,,
日置市議会議員選挙（2017年05月21日投票）,日置市議会議員選挙,鹿児島県,日置市,20170521.0,2017.0,5.0,21.0,20170514.0,66.68,22.0,23.0,1.0454545454545454,40548.0,,,,任期満了,,,,,日置市議会議員選挙（2017年05月21日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.17391304347826086,0.18181818181818182,0.6086956521739131,0.34782608695652173,0.043478260869565216,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.613945996624789,0.35897731108194264,0.02707669229326833,0.043853285473199215,0.04487216388524283,0.02707669229326833,26665.0,0.0,60.04347826086956,6.089750911373212,46.0,57.0,60.0,63.5,72.0,60.36363636363637,6.034337009191305,46.0,57.0,60.0,63.75,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日置市議会議員選挙（2021年05月16日投票）,日置市議会議員選挙,鹿児島県,日置市,20210516.0,2021.0,5.0,16.0,20210509.0,65.41,20.0,22.0,1.1,38897.0,18040.0,20857.0,-1651.0,任期満了,66.68,,,,日置市議会議員選挙（2021年05月16日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.13636363636363635,0.15,0.7727272727272727,0.22727272727272727,0.0,0.75,0.25,0.0,0.7513579969995614,0.24864200300043862,,0.04419752923526832,0.04972840060008772,,25090.998000000003,4.0,60.22727272727273,8.54364100678935,33.0,59.5,61.5,66.75,70.0,59.85,8.821989571519568,33.0,58.25,61.5,66.25,70.0,,,1564.0,,,,,1009.1360000000001,,,21215.862,1302.0,,,,25090.998,,,0.06233311245730441,,,,,0.04021904589048232,,,0.8455567211794446,0.05189112047276876,,,,1.0,,,0.06233311245730441,,,,,0.04021904589048232,,,0.044502985325233925,0.05189112047276876,,,,,,1.0,,,,,1.0,,,19.0,1.0,,,,,,1.0,,,,,1.0,,,17.0,1.0,,,
曽於市議会議員選挙（2009年11月15日投票）,曽於市議会議員選挙,鹿児島県,曽於市,20091115.0,2009.0,11.0,15.0,20091108.0,73.94,22.0,25.0,1.1363636363636365,34799.0,,,,任期満了,,,,,曽於市議会議員選挙（2009年11月15日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.76,0.08,0.16,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7625989497609531,0.09742142801159966,0.13997962222744728,0.040136786829523846,0.04871071400579983,0.03499490555686182,25518.0,3.0,59.68,5.547756303227459,49.0,56.0,59.0,62.0,72.0,58.90909090909091,5.221538356645228,49.0,56.0,58.5,61.0,72.0,,,,,,,,2668.0,,,22137.0,713.0,,,,25518.0,,,,,,,,0.10455364840504741,,,0.8675052903832589,0.027941061211693707,,,,1.0,,,,,,,,0.052276824202523706,,,0.03943205865378449,0.027941061211693707,,,,,,,,,,,2.0,,,22.0,1.0,,,,,,,,,,,2.0,,,20.0,0.0,,,
曽於市議会議員選挙（2013年11月17日投票）,曽於市議会議員選挙,鹿児島県,曽於市,20131117.0,2013.0,11.0,17.0,20131110.0,68.51,20.0,23.0,1.15,,,,,任期満了,73.94,,,,曽於市議会議員選挙（2013年11月17日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.0,0.0,0.6956521739130435,0.21739130434782608,0.08695652173913043,0.7,0.2,0.1,0.6950514280669227,0.207654615282744,0.09729395665033329,0.043440714254182666,0.041530923056548805,0.048646978325166644,22653.0,2.0,60.608695652173914,3.7269772159542334,52.0,59.0,60.0,63.0,67.0,61.3,3.272613634390715,53.0,59.75,61.0,63.25,67.0,,,,,,,,2358.0,,,20295.0,,,,,22653.0,,,,,,,,0.10409217322208979,,,0.8959078267779103,,,,,1.0,,,,,,,,0.052046086611044894,,,0.042662277465614774,,,,,,,,,,,,2.0,,,21.0,,,,,,,,,,,,2.0,,,18.0,,,,
曽於市議会議員選挙（2017年11月19日投票）,曽於市議会議員選挙,鹿児島県,曽於市,20171119.0,2017.0,11.0,19.0,20171112.0,63.42,20.0,22.0,1.1,31785.0,,,,任期満了,68.51,,,,曽於市議会議員選挙（2017年11月19日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.75,0.15,0.1,0.6998252184769038,0.17198501872659175,0.12818976279650438,0.04373907615480649,0.04299625468164794,0.06409488139825219,20025.0,0.0,65.04545454545455,3.735301773463957,56.0,64.0,65.5,67.0,71.0,65.05,3.9048047326338873,56.0,63.75,65.5,67.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東串良町議会議員補欠選挙（2006年03月12日投票）,東串良町議会議員補欠選挙,鹿児島県,東串良町,20060312.0,2006.0,3.0,12.0,20060307.0,64.26,3.0,4.0,1.3333333333333333,6120.0,,,,その他,,,,,東串良町議会議員補欠選挙（2006年03月12日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,,0.4434330299089727,0.5565669700910273,,0.22171651495448635,0.27828348504551365,3845.0,2.0,65.0,6.2048368229954285,58.0,59.5,64.5,70.0,73.0,62.333333333333336,4.784233364802441,58.0,59.0,60.0,64.5,69.0,,,,,,,,639.0,,,3206.0,,,,,3845.0,,,,,,,,0.16618985695708713,,,0.8338101430429129,,,,,1.0,,,,,,,,0.16618985695708713,,,0.2779367143476376,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,0.0,,,3.0,,,,
東串良町議会議員補欠選挙（2012年02月26日投票）,東串良町議会議員補欠選挙,鹿児島県,東串良町,20120226.0,2012.0,2.0,26.0,20120221.0,81.59,1.0,3.0,3.0,5839.0,,,-281.0,その他,64.26,,,,東串良町議会議員補欠選挙（2012年02月26日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,4583.0,1.0,61.0,1.632993161855452,59.0,60.0,61.0,62.0,63.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,4583.0,,,,,4583.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,
東串良町議会議員補欠選挙（2016年02月28日投票）,東串良町議会議員補欠選挙,鹿児島県,東串良町,20160228.0,2016.0,2.0,28.0,20160223.0,79.69,1.0,2.0,2.0,5597.0,,,-242.0,その他/辞職,81.59,,,,東串良町議会議員補欠選挙（2016年02月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4330.0,0.0,65.0,3.0,62.0,63.5,65.0,66.5,68.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東串良町議会議員選挙（2003年04月27日投票）,東串良町議会議員選挙,鹿児島県,東串良町,20030427.0,2003.0,4.0,27.0,20030422.0,87.45,16.0,18.0,1.125,6149.0,,,,任期満了,,,,,東串良町議会議員選挙（2003年04月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.8125,0.125,0.0625,0.7688233068482785,0.18180098373060916,0.04937570942111237,0.05491595048916275,0.060600327910203054,0.04937570942111237,5286.0,2.0,61.94444444444444,6.195627689680506,52.0,55.5,63.5,66.75,73.0,61.6875,6.487668591258342,52.0,55.0,63.5,67.0,73.0,,,,,,,,261.0,,,5025.0,,,,,5286.0,,,,,,,,0.04937570942111237,,,0.9506242905788876,,,,,1.0,,,,,,,,0.04937570942111237,,,0.05591907591640516,,,,,,,,,,,,1.0,,,17.0,,,,,,,,,,,,1.0,,,15.0,,,,
東串良町議会議員選挙（2007年04月22日投票）,東串良町議会議員選挙,鹿児島県,東串良町,20070422.0,2007.0,4.0,22.0,20070417.0,80.26,12.0,15.0,1.25,5992.0,,,-157.0,任期満了,87.45,,,,東串良町議会議員選挙（2007年04月22日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.8,0.13333333333333333,0.06666666666666667,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8604847207586933,0.07186512118018967,0.06765015806111696,0.07170706006322444,0.035932560590094836,0.06765015806111696,4745.0,2.0,64.26666666666667,5.824850975680741,56.0,59.0,64.0,69.5,73.0,63.416666666666664,5.707572942055921,56.0,58.5,62.5,68.5,72.0,,,,,,,,474.0,,,4271.0,,,,,4745.0,,,,,,,,0.09989462592202318,,,0.9001053740779769,,,,,1.0,,,,,,,,0.09989462592202318,,,0.06429324100556978,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,1.0,,,11.0,,,,
東串良町議会議員選挙（2011年04月24日投票）,東串良町議会議員選挙,鹿児島県,東串良町,20110424.0,2011.0,4.0,24.0,20110419.0,77.48,10.0,12.0,1.2,5921.0,,,-71.0,任期満了,80.26,,,,東串良町議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.75,0.25,0.0,0.9,0.1,0.0,0.8061428889383485,0.19385711106165146,,0.08957143210426094,0.06461903702055048,,4493.0,2.0,,,,,,,,,,,,,,,,,,,,,,369.0,,,4124.0,,,,,4493.0,,,,,,,,0.08212775428444247,,,0.9178722457155576,,,,,1.0,,,,,,,,0.08212775428444247,,,0.08344293142868706,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,1.0,,,9.0,,,,
東串良町議会議員選挙（2015年04月26日投票）,東串良町議会議員選挙,鹿児島県,東串良町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,10.0,10.0,1.0,,,,,任期満了,77.48,,,,東串良町議会議員選挙（2015年04月26日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,2.0,63.8,4.166533331199931,52.0,64.0,64.5,66.5,67.0,63.8,4.166533331199931,52.0,64.0,64.5,66.5,67.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,1.0,,,9.0,,,,
東串良町議会議員選挙（2019年04月21日投票）,東串良町議会議員選挙,鹿児島県,東串良町,20190421.0,2019.0,4.0,21.0,20190416.0,70.61,10.0,12.0,1.2,5376.0,,,,任期満了,,,,,東串良町議会議員選挙（2019年04月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.2,0.75,0.25,0.0,0.9,0.1,0.0,0.8449468085106383,0.1550531914893617,,0.09388297872340426,0.051684397163120566,,3760.0,2.0,62.416666666666664,10.873962274881936,37.0,61.25,67.5,69.5,71.0,64.3,10.03045362882457,37.0,65.5,68.0,70.5,71.0,,,,,,,,316.0,,,3444.0,,,,,3760.0,,,,,,,,0.08404255319148936,,,0.9159574468085107,,,,,1.0,,,,,,,,0.08404255319148936,,,0.0832688588007737,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,1.0,,,9.0,,,,
枕崎市議会議員選挙（2007年04月22日投票）,枕崎市議会議員選挙,鹿児島県,枕崎市,20070422.0,2007.0,4.0,22.0,20070415.0,68.13,18.0,19.0,1.0555555555555556,20560.0,,,,任期満了,,,,,枕崎市議会議員選挙（2007年04月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.21052631578947367,0.2222222222222222,0.7894736842105263,0.21052631578947367,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8239533040282482,0.17604669597175182,,0.05493022026854988,0.044011673992937955,,13877.0,4.0,59.473684210526315,5.76165565617011,45.0,56.5,58.0,64.0,71.0,60.27777777777778,4.770343052601791,55.0,57.0,58.5,64.0,71.0,,,,,,,,1416.0,,,8562.0,813.0,,,3086.0,13877.0,,,,,,,,0.102039345679902,,,0.6169921452763566,0.05858614974418102,,,0.22238235929956043,1.0,,,,,,,,0.051019672839951,,,0.05609019502512333,0.05858614974418102,,,0.04447647185991209,,,,,,,,2.0,,,11.0,1.0,,,5.0,,,,,,,,2.0,,,10.0,1.0,,,5.0
枕崎市議会議員選挙（2011年04月24日投票）,枕崎市議会議員選挙,鹿児島県,枕崎市,20110424.0,2011.0,4.0,24.0,20110417.0,68.77,16.0,18.0,1.125,19728.0,,,-832.0,任期満了,68.13,,,,枕崎市議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.0625,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.6429580081753995,0.3570419918246005,,0.05357983401461663,0.05950699863743342,,13455.0,4.0,,,,,,,,,,,,,,,,,,,,,,1488.0,,,10600.0,600.0,,,767.0,13455.0,,,,,,,,0.11059085841694537,,,0.7878112225938313,0.044593088071348944,,,0.057004830917874394,1.0,,,,,,,,0.055295429208472684,,,0.056272230185273664,0.044593088071348944,,,0.057004830917874394,,,,,,,,2.0,,,14.0,1.0,,,1.0,,,,,,,,2.0,,,12.0,1.0,,,1.0
枕崎市議会議員選挙（2015年04月26日投票）,枕崎市議会議員選挙,鹿児島県,枕崎市,20150426.0,2015.0,4.0,26.0,20150419.0,64.12,14.0,15.0,1.0714285714285714,18837.0,,,-891.0,任期満了,68.77,,,,枕崎市議会議員選挙（2015年04月26日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8,0.13333333333333333,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7542259414225941,0.15682008368200837,0.08895397489539748,0.06285216178521617,0.07841004184100418,0.08895397489539748,11950.0,2.0,,,,,,,,,,,,,,,,,,,,,,902.0,,,11048.0,,,,,11950.0,,,,,,,,0.07548117154811715,,,0.9245188284518828,,,,,1.0,,,,,,,,0.07548117154811715,,,0.06603705917513449,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,1.0,,,13.0,,,,
枕崎市議会議員選挙（2019年04月21日投票）,枕崎市議会議員選挙,鹿児島県,枕崎市,20190421.0,2019.0,4.0,21.0,20190414.0,無投票,14.0,14.0,1.0,,,,,任期満了,64.12,,,,枕崎市議会議員選挙（2019年04月21日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.21428571428571427,0.21428571428571427,,,,,,,,,,,,,0.0,3.0,60.42857142857143,8.764492371530268,46.0,53.5,61.5,67.75,71.0,60.42857142857143,8.764492371530268,46.0,53.5,61.5,67.75,71.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,12.0,,,,1.0,,,,,,,,1.0,,,12.0,,,,1.0
湧水町議会議員選挙（2005年04月24日投票）,湧水町議会議員選挙,鹿児島県,湧水町,20050424.0,2005.0,4.0,24.0,20050419.0,85.29,0.0,24.0,,9897.0,,,,その他,,,,,湧水町議会議員選挙（2005年04月24日投票）,2.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.041666666666666664,,8461.0,1.0,55.625,8.543089312420888,34.0,49.5,57.0,61.25,69.0,54.44444444444444,6.8249723013049834,40.0,48.5,56.5,58.0,64.0,,,,,,,,,,,8461.0,,,,,8461.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.041666666666666664,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,18.0,,,,
湧水町議会議員選挙（2009年04月12日投票）,湧水町議会議員選挙,鹿児島県,湧水町,20090412.0,2009.0,4.0,12.0,20090407.0,79.53,12.0,14.0,1.1666666666666667,9490.0,,,-407.0,任期満了,85.29,,,,湧水町議会議員選挙（2009年04月12日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.07142857142857142,,,7465.0,1.0,57.92857142857143,7.1560592279179325,44.0,51.75,60.0,61.75,68.0,58.916666666666664,7.227935774172012,44.0,57.0,60.5,62.75,68.0,,,,,,,,,,,7465.0,,,,,7465.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,12.0,,,,
湧水町議会議員選挙（2013年04月14日投票）,湧水町議会議員選挙,鹿児島県,湧水町,20130414.0,2013.0,4.0,14.0,20130409.0,75.91,12.0,13.0,1.0833333333333333,,,,,任期満了,79.53,,,,湧水町議会議員選挙（2013年04月14日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5332240762812872,0.4086710369487485,0.05810488676996425,0.07617486804018389,0.08173420738974971,0.05810488676996425,6712.0,1.0,58.15384615384615,7.409413491230171,42.0,54.0,60.0,64.0,69.0,59.5,5.993051532121734,48.0,54.75,61.5,64.0,69.0,,,,,,,,,,,6712.0,,,,,6712.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,12.0,,,,
湧水町議会議員選挙（2017年04月16日投票）,湧水町議会議員選挙,鹿児島県,湧水町,20170416.0,2017.0,4.0,16.0,20170411.0,79.99,12.0,13.0,1.0833333333333333,8286.0,,,,任期満了,75.91,,,,湧水町議会議員選挙（2017年04月16日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.5384615384615384,0.46153846153846156,0.0,0.5,0.5,0.0,0.5468702290076336,0.4531297709923664,,0.07812431842966194,0.07552162849872773,,6550.0,0.0,62.15384615384615,5.432751871695254,52.0,59.0,61.0,67.0,73.0,61.25,4.621056877670591,52.0,58.75,61.0,63.25,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湧水町議会議員選挙（2021年04月18日投票）,湧水町議会議員選挙,鹿児島県,湧水町,20210418.0,2021.0,4.0,18.0,20210413.0,75.84,12.0,17.0,1.4166666666666667,7640.0,3541.0,4099.0,-646.0,任期満了,79.99,,,,湧水町議会議員選挙（2021年04月18日投票）,1.0,17.0,12.0,1.4166666666666667,0.0,0.0,0.0,0.058823529411764705,0.08333333333333333,0.6470588235294118,0.23529411764705882,0.11764705882352941,0.6666666666666666,0.25,0.08333333333333333,0.625194940218333,0.21781320395078843,0.15699185583087852,0.05683590365621209,0.05445330098769711,0.07849592791543926,5771.0,1.0,64.41176470588235,8.19654750510605,46.0,63.0,65.0,69.0,77.0,63.25,8.870597499605086,46.0,61.25,65.0,69.5,73.0,,,,,,,,,,,5771.0,,,,,5771.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,12.0,,,,
瀬戸内町議会議員補欠選挙（2003年06月08日投票）,瀬戸内町議会議員補欠選挙,鹿児島県,瀬戸内町,20030608.0,2003.0,6.0,8.0,20030603.0,,1.0,2.0,2.0,,,,,その他,,,,,瀬戸内町議会議員補欠選挙（2003年06月08日投票）,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,41.5,2.5,39.0,40.25,41.5,42.75,44.0,41.5,2.5,39.0,40.25,41.5,42.75,44.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,
瀬戸内町議会議員補欠選挙（2007年06月10日投票）,瀬戸内町議会議員補欠選挙,鹿児島県,瀬戸内町,20070610.0,2007.0,6.0,10.0,20070605.0,無投票,1.0,1.0,1.0,8687.0,,,,その他,,,,,瀬戸内町議会議員補欠選挙（2007年06月10日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
