,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_地域政党きずな庄原,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_新社民,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_社民党,得票数_福山維新の会,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_地域政党きずな庄原,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_新社民,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_社民党,得票率_福山維新の会,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_地域政党きずな庄原,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_新社民,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_福山維新の会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_地域政党きずな庄原,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_新社民,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社民党,立候補者数_福山維新の会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_地域政党きずな庄原,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_新社民,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_社民党,当選者数_福山維新の会,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
広島市議会議員増員選挙（2005年06月12日投票）,広島市議会議員増員選挙,広島県,広島市,20050612.0,2005.0,6.0,12.0,20050604.0,,1.0,4.0,4.0,6440.0,,,,その他,,,,,広島市議会議員増員選挙（2005年06月12日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,1.0,0.0,0.0,0.45454545454545453,0.5454545454545454,,0.45454545454545453,0.1818181818181818,,4741.0,1.0,55.0,11.423659658795863,36.0,51.75,59.0,62.25,66.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,4741.0,,,,,,,4741.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
広島市議会議員補欠選挙（2018年03月18日投票）,広島市議会議員補欠選挙,広島県,広島市,20180318.0,2018.0,3.0,18.0,20180309.0,,1.0,2.0,2.0,64905.0,,,,任期満了/詐欺罪で在宅起訴された熊本憲三前市議（５４）の辞職,,,,,広島市議会議員補欠選挙（2018年03月18日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10368.0,0.0,52.0,3.0,49.0,50.5,52.0,53.5,55.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
広島市議会議員選挙（2007年04月08日投票）,広島市議会議員選挙,広島県,広島市,20070408.0,2007.0,4.0,8.0,20070330.0,53.72,0.0,77.0,,904755.0,,,,任期満了,,,,,広島市議会議員選挙（2007年04月08日投票）,8.0,77.0,55.0,1.4,0.0,0.0,0.0,0.1038961038961039,0.12727272727272726,0.7012987012987013,0.2987012987012987,0.0,0.9090909090909091,0.09090909090909091,0.0,0.8187114998511612,0.18128850014883874,,0.015161324071317801,0.007882108702123424,,473667.0,6.0,55.72727272727273,10.728813448677771,33.0,50.0,55.0,63.0,77.0,56.81818181818182,10.738360987330184,33.0,51.0,55.0,64.5,77.0,,,,59384.0,,,,,,38879.0,,,14951.0,,147821.38,33854.0,,,,,178777.62,473667.0,,,,0.1253707773604663,,,,,,0.08208087116054105,,,0.03156436906096477,,0.3120786966370889,0.07147215237709192,,,,,0.377433133403847,1.0,,,,0.01567134717005829,,,,,,0.010260108895067632,,,0.015782184530482385,,0.010402623221236298,0.014294430475418386,,,,,0.015726380558493624,,,,8.0,,,,,,8.0,,,2.0,,30.0,5.0,,,,,24.0,,,,8.0,,,,,,5.0,,,2.0,,15.0,4.0,,,,,21.0
広島市議会議員選挙（2011年04月10日投票）,広島市議会議員選挙,広島県,広島市,20110410.0,2011.0,4.0,10.0,20110401.0,49.04,55.0,83.0,1.509090909090909,923124.0,,,18369.0,任期満了,53.72,,,,広島市議会議員選挙（2011年04月10日投票）,8.0,83.0,55.0,1.509090909090909,0.0,0.0,0.0,0.12048192771084337,0.10909090909090909,0.5662650602409639,0.3855421686746988,0.04819277108433735,0.8181818181818182,0.14545454545454545,0.03636363636363636,0.7305949611174984,0.233351590153991,0.03605344872851052,0.01554457364079784,0.007292237192312219,0.00901336218212763,441844.0,7.0,,,,,,,,,,,,,,,,,13571.0,54573.0,,,,,,29524.0,,,25259.0,,138791.0,13993.0,,,,,166133.0,441844.0,,,0.030714460307257767,0.1235119182335847,,,,,,0.06681996360706494,,,0.05716723549488054,,0.3141176523840994,0.0316695485284399,,,,,0.3759992214446728,1.0,,,0.007678615076814442,0.015438989779198088,,,,,,0.008352495450883117,,,0.011433447098976108,,0.009238754481885277,0.010556516176146634,,,,,0.017904724830698705,,,4.0,8.0,,,,,,8.0,,,5.0,,34.0,3.0,,,,,21.0,,,1.0,8.0,,,,,,3.0,,,3.0,,16.0,3.0,,,,,21.0
広島市議会議員選挙（2015年04月12日投票）,広島市議会議員選挙,広島県,広島市,20150412.0,2015.0,4.0,12.0,20150403.0,42.68,55.0,79.0,1.4363636363636365,935589.0,,,12465.0,任期満了,49.04,,,,広島市議会議員選挙（2015年04月12日投票）,8.0,79.0,54.0,1.462962962962963,0.0,0.0,0.0,0.16455696202531644,0.14814814814814814,0.5949367088607594,0.3291139240506329,0.0759493670886076,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.733016668251847,0.20794469907437588,0.059038632673777174,0.015596099324507383,0.00799787304132215,0.009839772112296195,390134.374,8.0,57.0,11.188828062747302,34.0,49.5,58.0,63.0,84.0,59.407407407407405,11.460913476809258,34.0,53.0,60.0,66.25,84.0,,,,48822.0,,,,,,34815.0,,1338.0,18495.0,,93340.933,8750.0,,,,19764.0,164809.441,390134.374,,,,0.12514149804190286,,,,,,0.08923848376405817,,0.0034295875707686294,0.0474067429905574,,0.23925329122626862,0.022428169838733563,,,,0.0506594684220263,0.4224427581456844,1.0,,,,0.015642687255237857,,,,,,0.011154810470507271,,0.0034295875707686294,0.009481348598111481,,0.009968887134427859,0.011214084919366782,,,,0.008443244737004384,0.016897710325827375,,,,8.0,,,,,,8.0,,1.0,5.0,,24.0,2.0,,,,6.0,25.0,,,,8.0,,,,,,5.0,,0.0,1.0,,14.0,1.0,,,,1.0,24.0
広島市議会議員選挙（2019年04月07日投票）,広島市議会議員選挙,広島県,広島市,20190407.0,2019.0,4.0,7.0,20190329.0,36.53,54.0,80.0,1.4814814814814814,,,,,任期満了,42.68,,,,広島市議会議員選挙（2019年04月07日投票）,8.0,80.0,54.0,1.4814814814814814,0.0,0.0,0.0,0.1125,0.1111111111111111,,,,,,,,,,,,,345146.0,8.0,58.125,12.127834720179855,31.0,48.0,58.5,66.25,88.0,59.333333333333336,12.147244772192396,31.0,49.0,59.5,67.0,88.0,,,,46296.0,,1071.0,650.0,,,32696.0,2955.0,,,,102193.0,5574.0,,,,,153711.0,345146.0,,,,0.13413454016561108,,0.0031030346577969902,0.001883260996795559,,,0.09473092546342707,0.008561594223893656,,,,0.2960862939161978,0.016149687378674532,,,,,0.44535066319760336,1.0,,,,0.016766817520701385,,0.0031030346577969902,0.001883260996795559,,,0.011841365682928384,0.008561594223893656,,,,0.008708420409299936,0.016149687378674532,,,,,0.017128871661446284,,,,8.0,,1.0,1.0,,,8.0,1.0,,,,34.0,1.0,,,,,26.0,,,,8.0,,0.0,0.0,,,5.0,0.0,,,,14.0,1.0,,,,,26.0
庄原市議会議員選挙（2005年04月17日投票）,庄原市議会議員選挙,広島県,庄原市,20050417.0,2005.0,4.0,17.0,20050410.0,,0.0,51.0,,36610.0,,,,その他,,,,,庄原市議会議員選挙（2005年04月17日投票）,7.0,51.0,33.0,1.5454545454545454,0.0392156862745098,0.14285714285714285,0.14285714285714285,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02040816326530612,,29054.98,3.0,59.529411764705884,7.696072186833986,41.0,54.0,61.0,63.5,76.0,58.60606060606061,6.149350268410445,47.0,54.0,58.0,63.0,71.0,,,,,,,,,,2248.0,,,,,,660.0,,,,,,2908.0,,,,,,,,,,0.7730398899587345,,,,,,0.22696011004126548,,,,,,1.0,,,,,,,,,,0.25767996331957815,,,,,,0.22696011004126548,,,,,,,,,,,,,,,3.0,,,,,47.0,1.0,,,,,,,,,,,,,,,3.0,,,,,30.0,0.0,,,,,
庄原市議会議員選挙（2009年04月12日投票）,庄原市議会議員選挙,広島県,庄原市,20090412.0,2009.0,4.0,12.0,20090405.0,83.77,25.0,28.0,1.12,34816.0,,,-1794.0,任期満了,,,,,庄原市議会議員選挙（2009年04月12日投票）,1.0,28.0,25.0,1.12,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.10714285714285714,0.0,0.88,0.12,0.0,0.8839003370747472,0.11609966292525281,,0.03535601348298989,0.03869988764175094,,28777.0,4.0,60.785714285714285,5.602022229626056,50.0,57.75,61.5,66.0,72.0,60.56,5.71370282741411,50.0,57.0,61.0,66.0,72.0,,,,1577.0,,,,,,2738.0,,,,,23093.0,1369.0,,,,,,28777.0,,,,0.05480070889946832,,,,,,0.09514542864092852,,,,,0.8024811481391388,0.04757271432046426,,,,,,1.0,,,,0.05480070889946832,,,,,,0.03171514288030951,,,,,0.03489048470170169,0.04757271432046426,,,,,,,,,1.0,,,,,,3.0,,,,,23.0,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,21.0,1.0,,,,,
庄原市議会議員選挙（2013年04月07日投票）,庄原市議会議員選挙,広島県,庄原市,20130407.0,2013.0,4.0,7.0,20130331.0,78.78,20.0,23.0,1.15,32888.0,,,-1928.0,任期満了,83.77,,,,庄原市議会議員選挙（2013年04月07日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.1,0.6956521739130435,0.21739130434782608,0.08695652173913043,0.7,0.2,0.1,0.6941213861164244,0.21978612360851302,0.08609249027506258,0.043382586632276524,0.043957224721702604,0.04304624513753129,25611.99,4.0,61.73913043478261,9.69184951750404,30.0,58.0,63.0,68.0,78.0,60.55,9.484065583914948,30.0,57.5,62.5,66.25,72.0,,,,1410.0,,,,,,2000.0,,,,,20977.99,1224.0,,,,,,25611.99,,,,0.05505234072010804,,,,,,0.07808842655334473,,,,,0.8190691156759002,0.04779011705064698,,,,,,1.0,,,,0.05505234072010804,,,,,,0.03904421327667237,,,,,0.04310890082504738,0.04779011705064698,,,,,,,,,1.0,,,,,,2.0,,,,,19.0,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,16.0,1.0,,,,,
庄原市議会議員選挙（2017年04月09日投票）,庄原市議会議員選挙,広島県,庄原市,20170409.0,2017.0,4.0,9.0,20170402.0,76.62,20.0,24.0,1.2,31294.0,,,-1594.0,任期満了,78.78,,,,庄原市議会議員選挙（2017年04月09日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.125,0.1,0.7083333333333334,0.25,0.041666666666666664,0.75,0.2,0.05,0.7082168572638713,0.23231681490893688,0.05946632782719187,0.0416598151331689,0.03871946915148948,0.05946632782719187,23610.0,4.0,62.25,9.48353836919533,34.0,59.75,64.5,68.0,76.0,62.5,8.452810183601665,34.0,60.0,64.5,68.0,73.0,,,,1387.0,,,,,,1725.0,,,,,19246.0,1252.0,,,,,,23610.0,,,,0.05874629394324439,,,,,,0.07306226175349428,,,,,0.8151630664972469,0.0530283778060144,,,,,,1.0,,,,0.05874629394324439,,,,,,0.03653113087674714,,,,,0.040758153324862344,0.0530283778060144,,,,,,,,,1.0,,,,,,2.0,,,,,20.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,17.0,1.0,,,,,
庄原市議会議員選挙（2021年04月11日投票）,庄原市議会議員選挙,広島県,庄原市,20210411.0,2021.0,4.0,11.0,20210404.0,72.28,20.0,23.0,1.15,28954.0,13620.0,15334.0,-2340.0,任期満了,76.62,,,,庄原市議会議員選挙（2021年04月11日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.17391304347826086,0.2,0.6086956521739131,0.391304347826087,0.0,0.65,0.35,0.0,0.6593379926227917,0.3406620073772083,,0.04709557090162798,0.03785133415302314,,20604.0,6.0,59.21739130434783,11.228676493843905,37.0,50.5,63.0,67.0,75.0,58.55,11.808789099649463,37.0,47.25,63.5,66.5,75.0,,,,1272.0,4065.0,,,,,1886.0,,,,,11449.0,1120.0,,,812.0,,,20604.0,,,,0.06173558532323821,0.19729178800232963,,,,,0.09153562415065036,,,,,0.5556688021743351,0.054358377014172,,,0.03940982333527471,,,1.0,,,,0.06173558532323821,0.04932294700058241,,,,,0.04576781207532518,,,,,0.039690628726738224,0.054358377014172,,,0.03940982333527471,,,,,,1.0,4.0,,,,,2.0,,,,,14.0,1.0,,,1.0,,,,,,1.0,4.0,,,,,2.0,,,,,11.0,1.0,,,1.0,,
府中市議会議員選挙（2006年04月23日投票）,府中市議会議員選挙,広島県,府中市,20060423.0,2006.0,4.0,23.0,20060416.0,73.65,24.0,27.0,1.125,37880.0,,,,任期満了,,,,,府中市議会議員選挙（2006年04月23日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.14814814814814814,0.16666666666666666,0.8148148148148148,0.14814814814814814,0.037037037037037035,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7925005582904043,0.16917013615047094,0.03832930555912468,0.03602275264956383,0.042292534037617735,0.03832930555912468,27628.989999999998,5.0,58.03703703703704,8.57421406173219,42.0,51.0,56.0,65.5,71.0,58.291666666666664,8.720087760771422,42.0,51.5,57.0,66.0,71.0,,,,2714.0,,,,786.0,,2678.0,,,,,18987.46,2463.5299999999997,,,,,,27628.989999999998,,,,0.09823015607881433,,,,0.028448379763429645,,0.09692717685300839,,,,,0.6872296091894782,0.0891646781152695,,,,,,1.0,,,,0.049115078039407165,,,,0.028448379763429645,,0.0323090589510028,,,,,0.036169979431025165,0.04458233905763475,,,,,,,,,2.0,,,,1.0,,3.0,,,,,19.0,2.0,,,,,,,,,2.0,,,,1.0,,2.0,,,,,17.0,2.0,,,,,
府中市議会議員選挙（2010年04月25日投票）,府中市議会議員選挙,広島県,府中市,20100425.0,2010.0,4.0,25.0,20100418.0,75.53,22.0,27.0,1.2272727272727273,36411.0,,,-1469.0,任期満了,73.65,,,,府中市議会議員選挙（2010年04月25日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.1111111111111111,0.13636363636363635,0.7407407407407407,0.18518518518518517,0.07407407407407407,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7914079372031353,0.1589872182817572,0.04960484451510756,0.039570396860156766,0.03179744365635144,0.02480242225755378,27101.989999999998,5.0,,,,,,,,,,,,,,,,,,2431.0,,,,848.0,,2116.0,,,,,18798.989999999998,2908.0,,,,,,27101.989999999998,,,,0.08969821035281912,,,,0.0312892152937847,,0.07807544759628353,,,,,0.6936387328015396,0.10729839395557302,,,,,,1.0,,,,0.04484910517640956,,,,0.0312892152937847,,0.039037723798141764,,,,,0.03468193664007698,0.05364919697778651,,,,,,,,,2.0,,,,1.0,,2.0,,,,,20.0,2.0,,,,,,,,,2.0,,,,1.0,,2.0,,,,,15.0,2.0,,,,,
府中市議会議員選挙（2014年04月20日投票）,府中市議会議員選挙,広島県,府中市,20140420.0,2014.0,4.0,20.0,20140413.0,18.12,20.0,24.0,1.2,,,,,任期満了,75.53,,,,府中市議会議員選挙（2014年04月20日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.125,0.1,0.5,0.4583333333333333,0.041666666666666664,0.5,0.5,0.0,0.49167600780504006,0.47486195873292647,0.03346203346203346,0.040973000650420005,0.04316926897572059,0.03346203346203346,24087.0,5.0,59.125,7.55707450009592,41.0,54.25,60.0,64.5,72.0,59.35,7.411308926228888,41.0,55.75,60.0,64.5,72.0,,,,1971.0,,,,622.0,,867.0,,,,,18038.0,2589.0,,,,,,24087.0,,,,0.0818283721509528,,,,0.025823058081122598,,0.03599451986548761,,,,,0.7488686843525553,0.10748536554988168,,,,,,1.0,,,,0.0409141860754764,,,,0.025823058081122598,,0.03599451986548761,,,,,0.041603815797364184,0.05374268277494084,,,,,,,,,2.0,,,,1.0,,1.0,,,,,18.0,2.0,,,,,,,,,2.0,,,,0.0,,1.0,,,,,15.0,2.0,,,,,
府中市議会議員選挙（2018年04月22日投票）,府中市議会議員選挙,広島県,府中市,20180422.0,2018.0,4.0,22.0,20180415.0,無投票,20.0,20.0,1.0,,,,,任期満了,18.12,,,,府中市議会議員選挙（2018年04月22日投票）,1.0,20.0,20.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,4.0,61.1,6.752036729757918,45.0,58.25,61.5,65.5,73.0,61.1,6.752036729757918,45.0,58.25,61.5,65.5,73.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,15.0,1.0,,,,,,,,,2.0,,,,,,2.0,,,,,15.0,1.0,,,,,
府中町議会議員選挙（2008年09月21日投票）,府中町議会議員選挙,広島県,府中町,20080921.0,2008.0,9.0,21.0,20080916.0,46.36,18.0,23.0,1.2777777777777777,40758.0,,,,任期満了,,,,,府中町議会議員選挙（2008年09月21日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.17391304347826086,0.2222222222222222,0.6956521739130435,0.30434782608695654,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7215066225165563,0.2784933774834437,,0.04509416390728477,0.03978476821192053,,18724.0,3.0,60.82608695652174,9.778646540618574,35.0,56.0,60.0,66.5,78.0,60.22222222222222,9.772725967687121,35.0,57.0,60.0,65.75,76.0,,,,2432.0,,,,,,1243.0,,,,,15049.0,,,,,,,18724.0,,,,0.12988677632984405,,,,,,0.0663853877376629,,,,,0.8037278359324931,,,,,,,1.0,,,,0.06494338816492203,,,,,,0.03319269386883145,,,,,0.042301465049078585,,,,,,,,,,2.0,,,,,,2.0,,,,,19.0,,,,,,,,,,2.0,,,,,,1.0,,,,,15.0,,,,,,
府中町議会議員選挙（2012年09月23日投票）,府中町議会議員選挙,広島県,府中町,20120923.0,2012.0,9.0,23.0,20120918.0,44.23,18.0,20.0,1.1111111111111112,40329.0,,,-429.0,任期満了,46.36,,,,府中町議会議員選挙（2012年09月23日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.16666666666666666,0.8,0.2,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8642387856819211,0.13576121431807883,,0.05401492410512007,0.03394030357951971,,17656.0,4.0,61.2,11.020889256316842,35.0,57.25,63.5,69.0,77.0,63.44444444444444,8.976650094193282,39.0,61.5,64.0,69.0,77.0,,,346.0,2453.0,,,,,,917.0,,,,,13940.0,,,,,,,17656.0,,,0.019596737652922518,0.13893294064340733,,,,,,0.05193701857725419,,,,,0.7895333031264159,,,,,,,1.0,,,0.019596737652922518,0.06946647032170367,,,,,,0.05193701857725419,,,,,0.049345831445400994,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,16.0,,,,,,,,,0.0,2.0,,,,,,1.0,,,,,15.0,,,,,,
府中町議会議員選挙（2016年09月25日投票）,府中町議会議員選挙,広島県,府中町,20160925.0,2016.0,9.0,25.0,20160920.0,37.66,18.0,22.0,1.2222222222222223,42034.0,,,1705.0,任期満了,44.23,,,,府中町議会議員選挙（2016年09月25日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.16666666666666666,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.576596152617115,0.3099635712916214,0.1134402760912635,0.044353550201316545,0.03874544641145267,0.1134402760912635,15646.999999999998,0.0,62.18181818181818,9.47550125148755,43.0,53.25,63.5,68.75,79.0,61.833333333333336,9.928914005737653,43.0,53.0,63.5,68.5,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
府中町議会議員選挙（2020年09月13日投票）,府中町議会議員選挙,広島県,府中町,20200913.0,2020.0,9.0,13.0,20200908.0,39.37,18.0,20.0,1.1111111111111112,,,,,任期満了,37.66,,,,府中町議会議員選挙（2020年09月13日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.55,0.45,0.0,0.5555555555555556,0.4444444444444444,0.0,0.6148867792861289,0.38511322071387116,,0.055898798116920806,0.0427903578570968,,16351.999,3.0,59.95,9.687491935480514,33.0,56.75,62.0,64.5,77.0,58.833333333333336,9.293067906300433,33.0,56.25,61.5,63.75,72.0,,,,2459.0,,,,,,885.0,,,,,13007.999,,,,,,,16351.999,,,,0.15037916770909784,,,,,,0.054121823270659446,,,,,0.7954990090202427,,,,,,,1.0,,,,0.07518958385454892,,,,,,0.054121823270659446,,,,,0.046794059354131924,,,,,,,,,,2.0,,,,,,1.0,,,,,17.0,,,,,,,,,,2.0,,,,,,1.0,,,,,15.0,,,,,,
廿日市市議会議員増員選挙（2005年11月27日投票）,廿日市市議会議員増員選挙,広島県,廿日市市,20051127.0,2005.0,11.0,27.0,20051120.0,56.86,0.0,15.0,,23673.0,,,,増員,,,,,廿日市市議会議員増員選挙（2005年11月27日投票）,2.0,15.0,8.0,1.875,0.0,0.0,0.0,0.06666666666666667,0.125,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.06666666666666667,,13351.0,2.0,56.4,8.92038863129479,36.0,52.5,57.0,62.0,71.0,52.75,9.871043511199817,36.0,48.25,53.0,56.75,70.0,,,,,,,,,,,,,,,12498.0,853.0,,,,,,13351.0,,,,,,,,,,,,,,,0.9361096547075125,0.06389034529248745,,,,,,1.0,,,,,,,,,,,,,,,0.0668649753362509,0.06389034529248745,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,7.0,1.0,,,,,
廿日市市議会議員補欠選挙（2007年10月21日投票）,廿日市市議会議員補欠選挙,広島県,廿日市市,20071021.0,2007.0,10.0,21.0,20071014.0,43.43,0.0,7.0,,91848.0,,,,その他,,,,,廿日市市議会議員補欠選挙（2007年10月21日投票）,2.0,7.0,2.0,3.5,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.14285714285714285,,37769.0,1.0,60.142857142857146,6.8957247920840965,51.0,55.5,59.0,63.5,73.0,58.0,7.0,51.0,54.5,58.0,61.5,65.0,,,,,,,,,,,,,,,37769.0,,,,,,,37769.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
廿日市市議会議員補欠選挙（2011年10月30日投票）,廿日市市議会議員補欠選挙,広島県,廿日市市,20111030.0,2011.0,10.0,30.0,20111023.0,36.42,2.0,5.0,2.5,95045.0,,,3197.0,その他,43.43,,,,廿日市市議会議員補欠選挙（2011年10月30日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.4790923625630304,0.5209076374369697,,0.1596974541876768,0.26045381871848483,,32524.0,3.0,48.8,8.930845424706442,40.0,40.0,45.0,59.0,60.0,42.5,2.5,40.0,41.25,42.5,43.75,45.0,,,9602.0,,,,,,,4008.0,,,,,18914.0,,,,,,,32524.0,,,0.2952281392202681,,,,,,,0.12323207477555036,,,,,0.5815397860041815,,,,,,,1.0,,,0.2952281392202681,,,,,,,0.12323207477555036,,,,,0.19384659533472717,,,,,,,,,1.0,,,,,,,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,0.0,,,,,1.0,,,,,,
廿日市市議会議員補欠選挙（2015年10月18日投票）,廿日市市議会議員補欠選挙,広島県,廿日市市,20151018.0,2015.0,10.0,18.0,20151011.0,48.66,1.0,3.0,3.0,,,,,その他,36.42,,,,廿日市市議会議員補欠選挙（2015年10月18日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6544316846874925,0.3455683153125075,,0.32721584234374623,0.3455683153125075,41711.0,2.0,51.333333333333336,4.988876515698588,46.0,48.0,50.0,54.0,58.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,14414.0,,,,,27297.0,,,,,,,41711.0,,,,,,,,,,0.3455683153125075,,,,,0.6544316846874925,,,,,,,1.0,,,,,,,,,,0.3455683153125075,,,,,0.32721584234374623,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,
