,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_あたらしい党,得票数_みんなの党,得票数_みんなの改革,得票数_オリーブの木,得票数_ネットワーク横浜,得票数_ヨコハマから日本を変える会,得票数_ヨコハマ維新の会,得票数_公明党,得票数_厚木市民グループ,得票数_国民新党,得票数_国民民主党,得票数_地域政党いざ鎌倉,得票数_市民の,得票数_市民のための教育委員会,得票数_市民の党,得票数_市民連合・かわさき,得票数_希望の党,得票数_平和市民,得票数_幸福実現党,得票数_新しい川崎の会,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本列島に本当の民主主義を根付かせる会,得票数_日本創新党,得票数_日本第一党,得票数_日本維新の会,得票数_栄区の環境を守る会,得票数_横浜自由クラブ,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無党派知事をつくろう会,得票数_無所属,得票数_無私の会,得票数_社会民主党,得票数_社民主,得票数_神奈川ネット,得票数_神奈川ネットワーク,得票数_神奈川ネットワーク運動,得票数_立憲民主党,得票数_維新の党,得票数_維新政・新風,得票数_自由党,得票数_自由民主党,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_あたらしい党,得票率_みんなの党,得票率_みんなの改革,得票率_オリーブの木,得票率_ネットワーク横浜,得票率_ヨコハマから日本を変える会,得票率_ヨコハマ維新の会,得票率_公明党,得票率_厚木市民グループ,得票率_国民新党,得票率_国民民主党,得票率_地域政党いざ鎌倉,得票率_市民の,得票率_市民のための教育委員会,得票率_市民の党,得票率_市民連合・かわさき,得票率_希望の党,得票率_平和市民,得票率_幸福実現党,得票率_新しい川崎の会,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本列島に本当の民主主義を根付かせる会,得票率_日本創新党,得票率_日本第一党,得票率_日本維新の会,得票率_栄区の環境を守る会,得票率_横浜自由クラブ,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無党派知事をつくろう会,得票率_無所属,得票率_無私の会,得票率_社会民主党,得票率_社民主,得票率_神奈川ネット,得票率_神奈川ネットワーク,得票率_神奈川ネットワーク運動,得票率_立憲民主党,得票率_維新の党,得票率_維新政・新風,得票率_自由党,得票率_自由民主党,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_あたらしい党,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革,一人あたり得票率_オリーブの木,一人あたり得票率_ネットワーク横浜,一人あたり得票率_ヨコハマから日本を変える会,一人あたり得票率_ヨコハマ維新の会,一人あたり得票率_公明党,一人あたり得票率_厚木市民グループ,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いざ鎌倉,一人あたり得票率_市民の,一人あたり得票率_市民のための教育委員会,一人あたり得票率_市民の党,一人あたり得票率_市民連合・かわさき,一人あたり得票率_希望の党,一人あたり得票率_平和市民,一人あたり得票率_幸福実現党,一人あたり得票率_新しい川崎の会,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本列島に本当の民主主義を根付かせる会,一人あたり得票率_日本創新党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_栄区の環境を守る会,一人あたり得票率_横浜自由クラブ,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無党派知事をつくろう会,一人あたり得票率_無所属,一人あたり得票率_無私の会,一人あたり得票率_社会民主党,一人あたり得票率_社民主,一人あたり得票率_神奈川ネット,一人あたり得票率_神奈川ネットワーク,一人あたり得票率_神奈川ネットワーク運動,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政・新風,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_あたらしい党,立候補者数_みんなの党,立候補者数_みんなの改革,立候補者数_オリーブの木,立候補者数_ネットワーク横浜,立候補者数_ヨコハマから日本を変える会,立候補者数_ヨコハマ維新の会,立候補者数_公明党,立候補者数_厚木市民グループ,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党いざ鎌倉,立候補者数_市民の,立候補者数_市民のための教育委員会,立候補者数_市民の党,立候補者数_市民連合・かわさき,立候補者数_希望の党,立候補者数_平和市民,立候補者数_幸福実現党,立候補者数_新しい川崎の会,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本列島に本当の民主主義を根付かせる会,立候補者数_日本創新党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_栄区の環境を守る会,立候補者数_横浜自由クラブ,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無党派知事をつくろう会,立候補者数_無所属,立候補者数_無私の会,立候補者数_社会民主党,立候補者数_社民主,立候補者数_神奈川ネット,立候補者数_神奈川ネットワーク,立候補者数_神奈川ネットワーク運動,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政・新風,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_　,当選者数_あたらしい党,当選者数_みんなの党,当選者数_みんなの改革,当選者数_オリーブの木,当選者数_ネットワーク横浜,当選者数_ヨコハマから日本を変える会,当選者数_ヨコハマ維新の会,当選者数_公明党,当選者数_厚木市民グループ,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党いざ鎌倉,当選者数_市民の,当選者数_市民のための教育委員会,当選者数_市民の党,当選者数_市民連合・かわさき,当選者数_希望の党,当選者数_平和市民,当選者数_幸福実現党,当選者数_新しい川崎の会,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本列島に本当の民主主義を根付かせる会,当選者数_日本創新党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_栄区の環境を守る会,当選者数_横浜自由クラブ,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無党派知事をつくろう会,当選者数_無所属,当選者数_無私の会,当選者数_社会民主党,当選者数_社民主,当選者数_神奈川ネット,当選者数_神奈川ネットワーク,当選者数_神奈川ネットワーク運動,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政・新風,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由党
茅ヶ崎市議会議員補欠選挙（2018年11月18日投票）,茅ヶ崎市議会議員補欠選挙,神奈川県,茅ヶ崎市,20181118.0,2018.0,11.0,18.0,20181111.0,40.86,1.0,6.0,6.0,,,,,死亡/吉川和夫氏の死去による,,,,,茅ヶ崎市議会議員補欠選挙（2018年11月18日投票）,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.4543921528242624,0.5456078471757376,,0.1135980382060656,0.2728039235878688,77684.0,3.0,51.166666666666664,7.289642576209679,36.0,50.25,54.0,56.25,57.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,8872.0,,,,,,,,,,,56403.0,,,,,,,12409.0,,,,,,77684.0,,,,,,,,,,,,,,,,,,,,,,,,,0.11420627156171155,,,,,,,,,,,0.7260568456825086,,,,,,,0.15973688275577982,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.11420627156171155,,,,,,,,,,,0.18151421142062715,,,,,,,0.15973688275577982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,0.0,,,,,
茅ヶ崎市議会議員選挙（1999年04月25日投票）,茅ヶ崎市議会議員選挙,神奈川県,茅ヶ崎市,19990425.0,1999.0,4.0,25.0,19990418.0,55.07,30.0,38.0,1.2666666666666666,171973.0,,,,任期満了,,,,,茅ヶ崎市議会議員選挙（1999年04月25日投票）,1.0,38.0,30.0,1.2666666666666666,0.0,0.0,0.0,0.23684210526315788,0.26666666666666666,0.6578947368421053,0.3157894736842105,0.02631578947368421,0.7666666666666667,0.23333333333333334,0.0,0.7433730425906218,0.24514855678387595,0.011478400625502249,0.02973492170362487,0.02042904639865633,0.011478400625502249,92086.0,7.0,53.36842105263158,9.669324944138875,31.0,49.25,54.0,59.0,72.0,53.43333333333333,9.315518712819426,32.0,49.25,53.0,59.0,69.0,,,,,,,,,,11869.0,,,,,,,,,,,,,,,9948.0,,,,,,,,9163.78,,,44952.75,,5148.0,,,,5894.0,,,,,5110.469999999999,,92086.0,,,,,,,,,,0.12889038507482137,,,,,,,,,,,,,,,0.10802945073083857,,,,,,,,0.09951328106335383,,,0.48816052385813263,,0.05590426340594661,,,,0.06400538626935691,,,,,0.05549670959755011,,1.0,,,,,,,,,,0.03222259626870534,,,,,,,,,,,,,,,0.027007362682709642,,,,,,,,0.03317109368778461,,,0.02324573923133965,,0.027952131702973306,,,,0.032002693134678455,,,,,0.027748354798775056,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,21.0,,2.0,,,,2.0,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,13.0,,2.0,,,,2.0,,,,,2.0,
茅ヶ崎市議会議員選挙（2003年04月27日投票）,茅ヶ崎市議会議員選挙,神奈川県,茅ヶ崎市,20030427.0,2003.0,4.0,27.0,20030420.0,49.07,30.0,45.0,1.5,182016.0,,,10043.0,任期満了,55.07,,,,茅ヶ崎市議会議員選挙（2003年04月27日投票）,1.0,45.0,30.0,1.5,0.0,0.0,0.0,0.3111111111111111,0.26666666666666666,0.4444444444444444,0.5111111111111111,0.044444444444444446,0.5666666666666667,0.43333333333333335,0.0,0.5206022544650489,0.4643641793086155,0.015033566226335525,0.026030112723252445,0.020189746926461544,0.0075167831131677625,87737.0,8.0,51.28888888888889,9.871670402885718,28.0,45.0,52.0,58.0,76.0,51.233333333333334,8.928170149712773,36.0,42.75,52.5,56.0,72.0,,,,,,,,,,14240.0,,,,,,,,,,,,,,,6513.0,,,,,,,,5404.42,,,52395.009999999995,,2246.0,,,,3538.0,,,577.0,,2823.57,,87737.0,,,,,,,,,,0.1623032472047141,,,,,,,,,,,,,,,0.07423321973625722,,,,,,,,0.06159795753217001,,,0.5971826025508052,,0.025599234074563753,,,,0.04032506240240719,,,0.006576472867775283,,0.03218220363130721,,1.0,,,,,,,,,,0.03246064944094282,,,,,,,,,,,,,,,0.018558304934064306,,,,,,,,0.030798978766085006,,,0.021327950091100188,,0.012799617037281876,,,,0.020162531201203596,,,0.006576472867775283,,0.03218220363130721,,,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,28.0,,2.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,18.0,,1.0,,,,1.0,,,0.0,,1.0,
茅ヶ崎市議会議員選挙（2007年04月22日投票）,茅ヶ崎市議会議員選挙,神奈川県,茅ヶ崎市,20070422.0,2007.0,4.0,22.0,20070415.0,49.06,30.0,44.0,1.4666666666666666,184810.0,,,2794.0,任期満了,49.07,,,,茅ヶ崎市議会議員選挙（2007年04月22日投票）,1.0,44.0,30.0,1.4666666666666666,0.0,0.0,0.0,0.20454545454545456,0.3,0.5227272727272727,0.45454545454545453,0.022727272727272728,0.6666666666666666,0.3,0.03333333333333333,0.6146034488561779,0.3602762226385881,0.02512032850523387,0.026721889080703387,0.018013811131929406,0.02512032850523387,89131.0,7.0,49.88636363636363,10.194062240278784,30.0,43.75,49.0,56.25,74.0,51.766666666666666,8.995122134925252,30.0,46.5,50.5,58.5,67.0,,,,,,,,,,13108.0,,,,,,,,,,,,,,,6397.0,,,,,,,,5387.54,,,50302.69,,1246.0,,,,2239.0,,,,,10450.77,,89131.00000000001,,,,,,,,,,0.14706443324993546,,,,,,,,,,,,,,,0.07177076438051855,,,,,,,,0.060445187420762686,,,0.5643680649830025,,0.01397942354511898,,,,0.025120328505233866,,,,,0.11725179791542784,,1.0,,,,,,,,,,0.02941288664998709,,,,,,,,,,,,,,,0.023923588126839517,,,,,,,,0.060445187420762686,,,0.01946096775803457,,0.01397942354511898,,,,0.025120328505233866,,,,,0.02931294947885696,,,,,,,,,,,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,29.0,,1.0,,,,1.0,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,16.0,,0.0,,,,1.0,,,,,4.0,
茅ヶ崎市議会議員選挙（2011年04月24日投票）,茅ヶ崎市議会議員選挙,神奈川県,茅ヶ崎市,20110424.0,2011.0,4.0,24.0,20110417.0,40.83,28.0,37.0,1.3214285714285714,192631.0,,,7821.0,任期満了,49.06,,,,茅ヶ崎市議会議員選挙（2011年04月24日投票）,1.0,37.0,28.0,1.3214285714285714,0.0,0.0,0.0,0.32432432432432434,0.35714285714285715,0.4864864864864865,0.4594594594594595,0.05405405405405406,0.6071428571428571,0.35714285714285715,0.03571428571428571,0.6238554079480017,0.3364387935458122,0.03970579850618621,0.03465863377488898,0.019790517267400717,0.019852899253093106,87695.0,8.0,52.4054054054054,7.15261985440247,34.0,49.0,53.0,58.0,66.0,52.5,7.575807359143786,34.0,48.0,52.5,59.0,66.0,,,,7474.0,,,,,,13478.0,,,,,,,,,,,,,,,4329.0,,,,,,,,5893.49,,,42264.51,,1842.0,,,,1845.0,,,,,10569.0,,87695.0,,,,0.08522720793659844,,,,,,0.15369177262101602,,,,,,,,,,,,,,,0.049364273903871374,,,,,,,,0.06720440161924852,,,0.48194891384913624,,0.021004618279263355,,,,0.021038827755288213,,,,,0.12051998403557786,,1.0,,,,0.02840906931219948,,,,,,0.030738354524203204,,,,,,,,,,,,,,,0.024682136951935687,,,,,,,,0.06720440161924852,,,0.022949948278530297,,0.021004618279263355,,,,0.021038827755288213,,,,,0.040173328011859286,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,21.0,,1.0,,,,1.0,,,,,3.0,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,13.0,,1.0,,,,1.0,,,,,3.0,
茅ヶ崎市議会議員選挙（2015年04月26日投票）,茅ヶ崎市議会議員選挙,神奈川県,茅ヶ崎市,20150426.0,2015.0,4.0,26.0,20150419.0,46.38,28.0,40.0,1.4285714285714286,,,,,任期満了,40.83,,,,茅ヶ崎市議会議員選挙（2015年04月26日投票）,1.0,40.0,28.0,1.4285714285714286,0.0,0.0,0.0,0.25,0.2857142857142857,0.55,0.375,0.075,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.5920969365048725,0.3029063188055614,0.10499674468956595,0.02691349711385784,0.020193754587037427,0.03499891489652198,87516.999,7.0,53.525,8.865628855304061,28.0,48.75,54.0,59.0,70.0,53.892857142857146,9.332505733472985,28.0,50.5,55.0,59.75,70.0,,,,,,,,,,11453.0,,,,,,,,,,,,,,,6078.0,,,,,,,1540.0,4613.0,,,48113.999,,,,,,,,5714.0,,,10005.0,,87516.99900000001,,,,,,,,,,0.13086600467184664,,,,,,,,,,,,,,,0.06944936491709455,,,,,,,0.01759658143671037,0.05270975984905515,,,0.5497674686034424,,,,,,,,0.06529017294114484,,,0.114320647580706,,1.0,,,,,,,,,,0.02617320093436933,,,,,,,,,,,,,,,0.034724682458547276,,,,,,,0.01759658143671037,0.05270975984905515,,,0.022906977858476767,,,,,,,,0.021763390980381613,,,0.0285801618951765,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,,,24.0,,,,,,,,3.0,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,1.0,,,14.0,,,,,,,,2.0,,,4.0,
茅ヶ崎市議会議員選挙（2019年04月21日投票）,茅ヶ崎市議会議員選挙,神奈川県,茅ヶ崎市,20190421.0,2019.0,4.0,21.0,20190414.0,39.93,28.0,35.0,1.25,,,,,任期満了,46.38,,,,茅ヶ崎市議会議員選挙（2019年04月21日投票）,1.0,35.0,28.0,1.25,0.0,0.0,0.0,0.2857142857142857,0.32142857142857145,0.6285714285714286,0.3142857142857143,0.05714285714285714,0.75,0.17857142857142858,0.07142857142857142,0.7264566281227489,0.21932810581320497,0.05421526606404602,0.033020755823761315,0.01993891871029136,0.02710763303202301,78962.999,6.0,57.34285714285714,7.895542529600781,37.0,54.0,57.0,61.0,74.0,57.035714285714285,8.495722212876746,37.0,52.25,57.0,61.0,74.0,,,,,,,,,,10463.0,,,,,,,,,,,,,,,4173.0,,,,,,,,,,,45228.805,,736.0,,,,,6323.0,,,,12039.194,,78962.999,,,,,,,,,,0.13250509900212884,,,,,,,,,,,,,,,0.05284753685710443,,,,,,,,,,,0.5727847925330192,,0.009320821262120504,,,,,0.080075479402701,,,,0.15246627094292606,,1.0,,,,,,,,,,0.03312627475053221,,,,,,,,,,,,,,,0.026423768428552215,,,,,,,,,,,0.026035672387864507,,0.009320821262120504,,,,,0.0400377397013505,,,,0.038116567735731514,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,22.0,,1.0,,,,,2.0,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,16.0,,0.0,,,,,2.0,,,,4.0,
葉山町議会議員補欠選挙（2008年01月20日投票）,葉山町議会議員補欠選挙,神奈川県,葉山町,20080120.0,2008.0,1.0,20.0,20080115.0,57.91,1.0,4.0,4.0,27144.0,,,,その他,,,,,葉山町議会議員補欠選挙（2008年01月20日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,14098.0,1.0,52.25,9.522998477370455,41.0,44.0,52.0,60.25,64.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14098.0,,,,,,,,,,,,,14098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
葉山町議会議員補欠選挙（2012年01月15日投票）,葉山町議会議員補欠選挙,神奈川県,葉山町,20120115.0,2012.0,1.0,15.0,20120110.0,57.26,2.0,4.0,2.0,27396.0,,,252.0,その他,57.91,,,,葉山町議会議員補欠選挙（2012年01月15日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,,0.16636443011619317,0.8336355698838068,,0.16636443011619317,0.2778785232946023,14889.0,3.0,57.0,6.123724356957945,47.0,54.5,59.5,62.0,62.0,54.5,7.5,47.0,50.75,54.5,58.25,62.0,,,,,,,,,,,,,,,,,,,,,,,,,4051.0,,,,,,,,,,,7560.0,,,,,,,,,,,3278.0,,14889.0,,,,,,,,,,,,,,,,,,,,,,,,,0.27208005910403654,,,,,,,,,,,0.5077574047954866,,,,,,,,,,,0.22016253610047687,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.27208005910403654,,,,,,,,,,,0.2538787023977433,,,,,,,,,,,0.22016253610047687,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,
葉山町議会議員選挙（2007年04月22日投票）,葉山町議会議員選挙,神奈川県,葉山町,20070422.0,2007.0,4.0,22.0,20070417.0,54.23,17.0,19.0,1.1176470588235294,26857.0,,,,任期満了,,,,,葉山町議会議員選挙（2007年04月22日投票）,1.0,19.0,17.0,1.1176470588235294,0.0,0.0,0.0,0.3684210526315789,0.35294117647058826,0.8421052631578947,0.15789473684210525,0.0,0.9411764705882353,0.058823529411764705,0.0,0.8576181893802856,0.14238181061971442,,0.05360113683626785,0.047460603539904805,,14426.0,4.0,58.31578947368421,10.613063606403827,30.0,56.0,59.0,65.5,73.0,57.8235294117647,11.00927573681098,30.0,55.0,59.0,65.0,73.0,,,,,,,,,,1440.42,,,,,,,,,,,,,,,1316.0,,,,,,,,,,,10953.580000000002,,,,,,,,,,,716.0,,14426.000000000002,,,,,,,,,,0.09984888395951753,,,,,,,,,,,,,,,0.09122417856647719,,,,,,,,,,,0.7592943296825178,,,,,,,,,,,0.049632607791487586,,1.0,,,,,,,,,,0.09984888395951753,,,,,,,,,,,,,,,0.045612089283238594,,,,,,,,,,,0.05061962197883452,,,,,,,,,,,0.049632607791487586,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,15.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,13.0,,,,,,,,,,,1.0,
葉山町議会議員選挙（2011年04月24日投票）,葉山町議会議員選挙,神奈川県,葉山町,20110424.0,2011.0,4.0,24.0,20110419.0,53.61,14.0,22.0,1.5714285714285714,27652.0,,,795.0,任期満了,54.23,,,,葉山町議会議員選挙（2011年04月24日投票）,1.0,22.0,14.0,1.5714285714285714,0.0,0.0,0.0,0.45454545454545453,0.5,0.5454545454545454,0.4090909090909091,0.045454545454545456,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.603265306122449,0.3292517006802721,0.0674829931972789,0.050272108843537416,0.03658352229780801,0.0674829931972789,14700.0,5.0,55.95454545454545,10.546336170043618,34.0,46.5,60.0,62.75,73.0,55.142857142857146,11.716027745035813,34.0,44.25,55.5,64.5,73.0,,,,908.0,,,,,,1296.0,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,10070.0,,,,,,,,,,,1226.0,,14700.0,,,,0.0617687074829932,,,,,,0.08816326530612245,,,,,,,,,,,,,,,0.08163265306122448,,,,,,,,,,,0.6850340136054421,,,,,,,,,,,0.08340136054421769,,1.0,,,,0.0617687074829932,,,,,,0.08816326530612245,,,,,,,,,,,,,,,0.04081632653061224,,,,,,,,,,,0.042814625850340134,,,,,,,,,,,0.041700680272108846,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,16.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,,,1.0,
葉山町議会議員選挙（2015年04月26日投票）,葉山町議会議員選挙,神奈川県,葉山町,20150426.0,2015.0,4.0,26.0,20150421.0,52.7,14.0,19.0,1.3571428571428572,,,,,任期満了,53.61,,,,葉山町議会議員選挙（2015年04月26日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.42105263157894735,0.5,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6712943186672362,0.25736864587783,0.07133703545493379,0.04794959419051687,0.0643421614694575,0.07133703545493379,14046.0,6.0,57.36842105263158,10.941040681358228,40.0,48.0,55.0,66.5,77.0,55.785714285714285,10.22027796259246,40.0,48.0,51.0,65.75,72.0,,,,,705.0,,,,,1103.0,,,,,,,,,,,,,,,1455.0,,,,,,,,,,,9465.0,,,,,,,,809.0,,,509.0,,14046.0,,,,,0.05019222554463904,,,,,0.07852769471735725,,,,,,,,,,,,,,,0.10358821016659547,,,,,,,,,,,0.6738573259290901,,,,,,,,0.057596468745550335,,,0.036238074896767766,,1.0,,,,,0.05019222554463904,,,,,0.07852769471735725,,,,,,,,,,,,,,,0.05179410508329774,,,,,,,,,,,0.051835178917622314,,,,,,,,0.057596468745550335,,,0.036238074896767766,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,13.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,9.0,,,,,,,,1.0,,,0.0,
葉山町議会議員選挙（2019年04月21日投票）,葉山町議会議員選挙,神奈川県,葉山町,20190421.0,2019.0,4.0,21.0,20190416.0,48.33,14.0,20.0,1.4285714285714286,27274.0,,,,任期満了,52.7,,,,葉山町議会議員選挙（2019年04月21日投票）,1.0,20.0,14.0,1.4285714285714286,0.0,0.0,0.0,0.3,0.35714285714285715,0.55,0.35,0.1,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7026031407972926,0.2045256242436938,0.09287123495901367,0.06387301279975387,0.029217946320527686,0.046435617479506835,13022.999,5.0,56.1,11.592670097954139,29.0,50.75,53.5,65.5,77.0,58.357142857142854,10.7211882527554,36.0,52.0,55.0,68.5,77.0,,,,,,,,,,1171.0,,,,,,,,,,,446.0,,,,1655.0,,,,,,,,,,,8128.4619999999995,,,,,,,1622.537,,,,,,13022.999,,,,,,,,,,0.08991784457635296,,,,,,,,,,,0.03424710391208661,,,,0.12708286317153214,,,,,,,,,,,0.6241620689673707,,,,,,,0.12459011937265756,,,,,,1.0,,,,,,,,,,0.08991784457635296,,,,,,,,,,,0.03424710391208661,,,,0.06354143158576607,,,,,,,,,,,0.04458300492624077,,,,,,,0.06229505968632878,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,14.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,9.0,,,,,,,2.0,,,,,
藤沢市議会議員補欠選挙（2008年02月17日投票）,藤沢市議会議員補欠選挙,神奈川県,藤沢市,20080217.0,2008.0,2.0,17.0,20080210.0,36.23,1.0,3.0,3.0,320507.0,,,,その他,,,,,藤沢市議会議員補欠選挙（2008年02月17日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,111484.0,3.0,37.333333333333336,6.018490028422596,29.0,34.5,40.0,41.5,43.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37892.0,,,44769.0,,,,28823.0,,,,,,,,,111484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3398873380933587,,,0.4015733199382871,,,,0.2585393419683542,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3398873380933587,,,0.4015733199382871,,,,0.2585393419683542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,0.0,,,,,,,,
