,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_「人に優しく、自分に厳しく。」の会,得票数_こうべ未来フォーラム,得票数_さわやか神戸・フレッシュ市民の会,得票数_たちあがれ日本,得票数_みんなの党,得票数_三木新党8人のサムライ,得票数_住民投票党,得票数_公明党,得票数_参政党,得票数_国民民主党,得票数_地域ファースト丹波ささやま,得票数_地域政党たからづか,得票数_地域政党三田前進の会,得票数_市民力,得票数_幸福実現党,得票数_改革推進の会,得票数_新世代こうべ,得票数_新生宝塚,得票数_新社会党,得票数_日本共産党,得票数_日本創新党,得票数_日本維新の会,得票数_日本維新の党,得票数_民主党,得票数_民進党,得票数_河西維新の会,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_神戸市民クラブ,得票数_神戸志民党,得票数_神戸改革フォーラム,得票数_立憲民主党,得票数_維新の党,得票数_緑の党 グリーンズジャパン,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_蒼翠会,得票数_行革・市民の会,得票数_議員のたまご,得票数_sum_v,得票率_NHKから国民を守る党,得票率_「人に優しく、自分に厳しく。」の会,得票率_こうべ未来フォーラム,得票率_さわやか神戸・フレッシュ市民の会,得票率_たちあがれ日本,得票率_みんなの党,得票率_三木新党8人のサムライ,得票率_住民投票党,得票率_公明党,得票率_参政党,得票率_国民民主党,得票率_地域ファースト丹波ささやま,得票率_地域政党たからづか,得票率_地域政党三田前進の会,得票率_市民力,得票率_幸福実現党,得票率_改革推進の会,得票率_新世代こうべ,得票率_新生宝塚,得票率_新社会党,得票率_日本共産党,得票率_日本創新党,得票率_日本維新の会,得票率_日本維新の党,得票率_民主党,得票率_民進党,得票率_河西維新の会,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_神戸市民クラブ,得票率_神戸志民党,得票率_神戸改革フォーラム,得票率_立憲民主党,得票率_維新の党,得票率_緑の党 グリーンズジャパン,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_蒼翠会,得票率_行革・市民の会,得票率_議員のたまご,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_「人に優しく、自分に厳しく。」の会,一人あたり得票率_こうべ未来フォーラム,一人あたり得票率_さわやか神戸・フレッシュ市民の会,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_三木新党8人のサムライ,一人あたり得票率_住民投票党,一人あたり得票率_公明党,一人あたり得票率_参政党,一人あたり得票率_国民民主党,一人あたり得票率_地域ファースト丹波ささやま,一人あたり得票率_地域政党たからづか,一人あたり得票率_地域政党三田前進の会,一人あたり得票率_市民力,一人あたり得票率_幸福実現党,一人あたり得票率_改革推進の会,一人あたり得票率_新世代こうべ,一人あたり得票率_新生宝塚,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本維新の会,一人あたり得票率_日本維新の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_河西維新の会,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_神戸市民クラブ,一人あたり得票率_神戸志民党,一人あたり得票率_神戸改革フォーラム,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_蒼翠会,一人あたり得票率_行革・市民の会,一人あたり得票率_議員のたまご,立候補者数_NHKから国民を守る党,立候補者数_「人に優しく、自分に厳しく。」の会,立候補者数_こうべ未来フォーラム,立候補者数_さわやか神戸・フレッシュ市民の会,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_三木新党8人のサムライ,立候補者数_住民投票党,立候補者数_公明党,立候補者数_参政党,立候補者数_国民民主党,立候補者数_地域ファースト丹波ささやま,立候補者数_地域政党たからづか,立候補者数_地域政党三田前進の会,立候補者数_市民力,立候補者数_幸福実現党,立候補者数_改革推進の会,立候補者数_新世代こうべ,立候補者数_新生宝塚,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本維新の会,立候補者数_日本維新の党,立候補者数_民主党,立候補者数_民進党,立候補者数_河西維新の会,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_神戸市民クラブ,立候補者数_神戸志民党,立候補者数_神戸改革フォーラム,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党 グリーンズジャパン,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_蒼翠会,立候補者数_行革・市民の会,立候補者数_議員のたまご,当選者数_NHKから国民を守る党,当選者数_「人に優しく、自分に厳しく。」の会,当選者数_こうべ未来フォーラム,当選者数_さわやか神戸・フレッシュ市民の会,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_三木新党8人のサムライ,当選者数_住民投票党,当選者数_公明党,当選者数_参政党,当選者数_国民民主党,当選者数_地域ファースト丹波ささやま,当選者数_地域政党たからづか,当選者数_地域政党三田前進の会,当選者数_市民力,当選者数_幸福実現党,当選者数_改革推進の会,当選者数_新世代こうべ,当選者数_新生宝塚,当選者数_新社会党,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本維新の会,当選者数_日本維新の党,当選者数_民主党,当選者数_民進党,当選者数_河西維新の会,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_神戸市民クラブ,当選者数_神戸志民党,当選者数_神戸改革フォーラム,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党 グリーンズジャパン,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_蒼翠会,当選者数_行革・市民の会,当選者数_議員のたまご
三田市議会議員補欠選挙（2007年07月29日投票）,三田市議会議員補欠選挙,兵庫県,三田市,20070729.0,2007.0,7.0,29.0,20070722.0,63.69,2.0,4.0,2.0,85140.0,,,,その他,,,,,三田市議会議員補欠選挙（2007年07月29日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,47676.0,2.0,61.5,4.716990566028302,56.0,59.0,60.5,63.0,69.0,60.5,0.5,60.0,60.25,60.5,60.75,61.0,,,,,,,,,,,,,,,,,,,,,10179.0,,,,,,,,37497.0,,,,,,,,,,,,,,47676.0,,,,,,,,,,,,,,,,,,,,,0.21350364963503649,,,,,,,,0.7864963503649635,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.21350364963503649,,,,,,,,0.2621654501216545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,
三田市議会議員補欠選挙（2011年07月24日投票）,三田市議会議員補欠選挙,兵庫県,三田市,20110724.0,2011.0,7.0,24.0,20110717.0,34.09,3.0,5.0,1.6666666666666667,89091.0,,,3951.0,その他,63.69,,,,三田市議会議員補欠選挙（2011年07月24日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,27711.0,3.0,,,,,,,,,,,,,,,,,,,,9418.0,,,,,,,,,,,,,,,5401.0,,,,,,,,12892.0,,,,,,,,,,,,,,27711.0,,,,,,0.3398650355454513,,,,,,,,,,,,,,,0.19490455053949696,,,,,,,,0.46523041391505177,,,,,,,,,,,,,,1.0,,,,,,0.3398650355454513,,,,,,,,,,,,,,,0.19490455053949696,,,,,,,,0.15507680463835058,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
三田市議会議員補欠選挙（2015年07月26日投票）,三田市議会議員補欠選挙,兵庫県,三田市,20150726.0,2015.0,7.0,26.0,20150719.0,41.73,3.0,6.0,2.0,,,,,その他,34.09,,,,三田市議会議員補欠選挙（2015年07月26日投票）,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,,0.5529059418529088,0.44709405814709124,,0.1382264854632272,0.22354702907354562,35393.0,3.0,54.0,14.53730832490435,37.0,42.0,50.5,65.0,77.0,51.333333333333336,11.897712198383164,41.0,43.0,45.0,56.5,68.0,,,,,,,,,,,,,,,,,,,,,7167.0,,,,,,,,19744.0,,,,,,8482.0,,,,,,,,35393.0,,,,,,,,,,,,,,,,,,,,,0.20249766903059926,,,,,,,,0.5578504223999096,,,,,,0.23965190856949115,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.20249766903059926,,,,,,,,0.1394626055999774,,,,,,0.23965190856949115,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,
三田市議会議員補欠選挙（2019年07月21日投票）,三田市議会議員補欠選挙,兵庫県,三田市,20190721.0,2019.0,7.0,21.0,20190714.0,54.71,2.0,4.0,2.0,,,,,辞職/兵庫県議出馬のため辞職した今北義明氏、及び市長選挙出馬の長谷川美樹氏の辞職による,41.73,,,,三田市議会議員補欠選挙（2019年07月21日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,43013.0,1.0,52.0,20.784609690826528,32.0,32.0,48.0,68.0,80.0,48.0,16.0,32.0,40.0,48.0,56.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43013.0,,,,,,,,,,,,,,43013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
三田市議会議員選挙（2008年09月28日投票）,三田市議会議員選挙,兵庫県,三田市,20080928.0,2008.0,9.0,28.0,20080921.0,53.32,24.0,30.0,1.25,,,,,任期満了,,,,,三田市議会議員選挙（2008年09月28日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.16666666666666666,0.20833333333333334,0.6,0.3333333333333333,0.06666666666666667,0.7083333333333334,0.20833333333333334,0.08333333333333333,0.6707607579168214,0.22973534104071508,0.09950390104246346,0.03726448655093453,0.02297353410407151,0.04975195052123173,45757.0,4.0,55.5,7.978095010715277,28.0,50.25,56.5,61.0,70.0,53.25,7.2009837290933145,28.0,50.0,54.5,57.25,62.0,,,,,,,,,6397.0,,,,,,,,,,,,6164.0,,,,5601.0,,,,27595.0,,,,,,,,,,,,,,45757.0,,,,,,,,,0.1398037458749481,,,,,,,,,,,,0.1347116288218196,,,,0.12240750049172804,,,,0.6030771248115042,,,,,,,,,,,,,,1.0,,,,,,,,,0.046601248624982695,,,,,,,,,,,,0.04490387627393987,,,,0.04080250016390934,,,,0.028717958324357345,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,3.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,3.0,,,,15.0,,,,,,,,,,,,,
三田市議会議員選挙（2012年09月30日投票）,三田市議会議員選挙,兵庫県,三田市,20120930.0,2012.0,9.0,30.0,20120923.0,43.33,22.0,31.0,1.4090909090909092,,,,,任期満了,53.32,,,,三田市議会議員選挙（2012年09月30日投票）,1.0,31.0,22.0,1.4090909090909092,0.0,0.0,0.0,0.22580645161290322,0.2727272727272727,0.7096774193548387,0.25806451612903225,0.03225806451612903,0.9090909090909091,0.09090909090909091,0.0,0.8180899575085501,0.16359208208104467,0.018317960410405225,0.03718590715947955,0.020449010260130584,0.018317960410405225,38596.0,7.0,51.645161290322584,12.269943310584331,25.0,48.5,54.0,60.0,74.0,54.77272727272727,8.278843892618527,32.0,53.25,55.5,60.0,66.0,,,,,,1521.0,,,5820.0,,,,,3172.0,,,,,,,4415.0,,,,5035.35,,,,16954.65,,,,,,,,,,1678.0,,,,38596.0,,,,,,0.03940822883200332,,,0.15079282827235982,,,,,0.08218468235050265,,,,,,,0.11439009223753757,,,,0.1304630013472899,,,,0.4392851590838429,,,,,,,,,,0.043476007876463885,,,,1.0,,,,,,0.03940822883200332,,,0.050264276090786604,,,,,0.020546170587625662,,,,,,,0.03813003074584586,,,,0.03261575033682247,,,,0.029285677272256193,,,,,,,,,,0.043476007876463885,,,,,,,,,1.0,,,3.0,,,,,4.0,,,,,,,3.0,,,,4.0,,,,15.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,3.0,,,,,1.0,,,,,,,3.0,,,,2.0,,,,11.0,,,,,,,,,,1.0,,,
三田市議会議員選挙（2016年09月25日投票）,三田市議会議員選挙,兵庫県,三田市,20160925.0,2016.0,9.0,25.0,20160918.0,49.02,22.0,32.0,1.4545454545454546,93641.0,,,,任期満了,43.33,,,,三田市議会議員選挙（2016年09月25日投票）,1.0,32.0,22.0,1.4545454545454546,0.0,0.0,0.0,0.21875,0.22727272727272727,0.625,0.375,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6868040048771515,0.3131959951228485,,0.034340200243857574,0.026099666260237377,,45437.998,7.0,55.40625,11.288432616510585,30.0,45.75,58.5,61.75,78.0,54.81818181818182,9.51380032869173,38.0,47.25,57.5,60.75,69.0,,,,,,1757.0,,,6165.0,,,,,,,,,,,,4444.0,,3976.0,,,4206.0,,,21967.998,,,,,,,,,,2922.0,,,,45437.998,,,,,,0.03866807688138021,,,0.13567939326904324,,,,,,,,,,,,0.09780360481551145,,0.0875038552534819,,,0.09256569798695796,,,0.4834719610665945,,,,,,,,,,0.06430741072703071,,,,1.0,,,,,,0.03866807688138021,,,0.045226464423014416,,,,,,,,,,,,0.032601201605170486,,0.04375192762674095,,,0.04628284899347898,,,0.0254458926877155,,,,,,,,,,0.032153705363515354,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,3.0,,2.0,,,2.0,,,19.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,3.0,,2.0,,,2.0,,,10.0,,,,,,,,,,1.0,,,
三田市議会議員選挙（2020年10月04日投票）,三田市議会議員選挙,兵庫県,三田市,20201004.0,2020.0,10.0,4.0,20200927.0,51.82,22.0,37.0,1.681818181818182,,,,,任期満了,49.02,,,,三田市議会議員選挙（2020年10月04日投票）,1.0,37.0,22.0,1.6818181818181819,0.0,0.0,0.0,,0.18181818181818182,,,,0.6818181818181818,0.22727272727272727,0.09090909090909091,,,,,,,47206.99800000001,7.0,,,,,,,,56.63636363636363,8.331459844498795,42.0,50.0,59.5,62.0,73.0,,,,,,,,,5617.605,402.0,,,,,,,,,,,4592.0,,4567.0,,,,,,26216.999,,,,,1670.0,,,,,4141.394,,,,47206.99799999999,,,,,,,,,0.11899941190922585,0.008515686593754597,,,,,,,,,,,0.09727371352865948,,0.09674413102904787,,,,,,0.5553625545093972,,,,,0.035376110974055165,,,,,0.08772839145586002,,,,1.0,,,,,,,,,0.039666470636408616,0.008515686593754597,,,,,,,,,,,0.03242457117621982,,0.048372065514523936,,,,,,0.02314010643789155,,,,,0.035376110974055165,,,,,0.02924279715195334,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,3.0,,2.0,,,,,,24.0,,,,,1.0,,,,,3.0,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,3.0,,2.0,,,,,,10.0,,,,,1.0,,,,,3.0,,,
上郡町議会議員補欠選挙（2011年10月30日投票）,上郡町議会議員補欠選挙,兵庫県,上郡町,20111030.0,2011.0,10.0,30.0,20111025.0,68.12,3.0,5.0,1.6666666666666667,13985.0,,,,その他,,,,,上郡町議会議員補欠選挙（2011年10月30日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0,,0.8844454777958615,0.11555452220413857,,0.22111136944896537,0.11555452220413857,8602.0,2.0,56.0,8.78635305459552,42.0,51.0,57.0,64.0,66.0,53.0,9.899494936611665,42.0,46.5,51.0,58.5,66.0,,,,,,,,,,,,,,,,,,,,,1814.0,,,,,,,,6788.0,,,,,,,,,,,,,,8602.0,,,,,,,,,,,,,,,,,,,,,0.21088119042083237,,,,,,,,0.7891188095791677,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.21088119042083237,,,,,,,,0.19727970239479192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,
上郡町議会議員選挙（2008年09月28日投票）,上郡町議会議員選挙,兵庫県,上郡町,20080928.0,2008.0,9.0,28.0,20080923.0,74.48,12.0,18.0,1.5,14442.0,,,,任期満了,,,,,上郡町議会議員選挙（2008年09月28日投票）,1.0,18.0,12.0,1.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.9166666666666666,0.08333333333333333,0.0,0.8135657089024965,0.14074422986340085,0.045690061234102686,0.06779714240854137,0.02814884597268017,0.045690061234102686,10615.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1145.0,,,,,,,,,,,,1272.0,,,,,,,,8198.0,,,,,,,,,,,,,,10615.0,,,,,,,,,0.10786622703721149,,,,,,,,,,,,0.11983042863871879,,,,,,,,0.7723033443240697,,,,,,,,,,,,,,1.0,,,,,,,,,0.10786622703721149,,,,,,,,,,,,0.11983042863871879,,,,,,,,0.048268959020254354,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,
上郡町議会議員選挙（2012年09月30日投票）,上郡町議会議員選挙,兵庫県,上郡町,20120930.0,2012.0,9.0,30.0,20120925.0,63.53,12.0,13.0,1.0833333333333333,13864.0,,,-578.0,任期満了,74.48,,,,上郡町議会議員選挙（2012年09月30日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.6666666666666666,0.25,0.08333333333333333,0.6027077497665733,0.2972689075630252,0.1000233426704015,0.07533846872082166,0.09908963585434173,0.05001167133520075,8568.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,,711.0,,,,,,,,6057.0,,,,,,,,,,,,,,8568.0,,,,,,,,,0.21008403361344538,,,,,,,,,,,,0.08298319327731092,,,,,,,,0.7069327731092437,,,,,,,,,,,,,,1.0,,,,,,,,,0.21008403361344538,,,,,,,,,,,,0.08298319327731092,,,,,,,,0.06426661573720398,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,
上郡町議会議員選挙（2013年07月21日投票）,上郡町議会議員選挙,兵庫県,上郡町,20130721.0,2013.0,7.0,21.0,20130716.0,73.31,12.0,15.0,1.25,,,,,解散,63.53,,,,上郡町議会議員選挙（2013年07月21日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5629398753267645,0.43706012467323546,,0.05629398753267645,0.08741202493464709,,9946.0,3.0,58.4,9.576359781601079,40.0,51.5,60.0,65.0,77.0,59.25,9.790514116565415,40.0,56.0,60.0,64.75,77.0,,,,,,,,,1209.0,,,,,,,,,,,,392.0,,,,,,,,8345.0,,,,,,,,,,,,,,9946.0,,,,,,,,,0.1215564045847577,,,,,,,,,,,,0.039412829278101746,,,,,,,,0.8390307661371406,,,,,,,,,,,,,,1.0,,,,,,,,,0.1215564045847577,,,,,,,,,,,,0.039412829278101746,,,,,,,,0.06454082816439542,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,
上郡町議会議員選挙（2017年07月02日投票）,上郡町議会議員選挙,兵庫県,上郡町,20170702.0,2017.0,7.0,2.0,20170627.0,71.07,10.0,11.0,1.1,,,,,任期満了,73.31,,,,上郡町議会議員選挙（2017年07月02日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.8,0.1,0.1,0.8466260737196912,0.10161791888659345,0.051756007393715345,0.09406956374663236,0.10161791888659345,0.051756007393715345,9197.0,0.0,61.0,9.204741860979738,44.0,54.5,64.0,68.0,74.0,61.5,9.510520490488416,44.0,55.0,64.0,68.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上郡町議会議員選挙（2021年07月18日投票）,上郡町議会議員選挙,兵庫県,上郡町,20210718.0,2021.0,7.0,18.0,20210713.0,71.12,10.0,14.0,1.4,12533.0,6025.0,6508.0,,任期満了,71.07,,,,上郡町議会議員選挙（2021年07月18日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.1,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.5,0.5,0.0,0.46540089214228525,0.39094132448816193,0.1436577833695528,0.07756681535704754,0.07818826489763239,0.04788592778985093,8743.0,3.0,64.71428571428571,8.275856204548708,48.0,59.5,66.5,71.0,78.0,67.2,7.972452571197899,48.0,65.75,69.5,71.0,78.0,,,,,,,,,1122.0,,,,,,,,,,,,664.0,,,,,,,,6957.0,,,,,,,,,,,,,,8743.0,,,,,,,,,0.12833123641770558,,,,,,,,,,,,0.0759464714628846,,,,,,,,0.7957222921194098,,,,,,,,,,,,,,1.0,,,,,,,,,0.12833123641770558,,,,,,,,,,,,0.0759464714628846,,,,,,,,0.06631019100995082,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,,,,,,,,,,
丹波市議会議員選挙（2004年12月05日投票）,丹波市議会議員選挙,兵庫県,丹波市,20041205.0,2004.0,12.0,5.0,20041128.0,78.59,30.0,44.0,1.4666666666666666,57937.0,,,,その他,,,,,丹波市議会議員選挙（2004年12月05日投票）,1.0,44.0,30.0,1.4666666666666666,0.0,0.0,0.0,0.13636363636363635,0.06666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.022727272727272728,,44862.0,5.0,57.65909090909091,5.892765911067961,46.0,54.0,57.0,62.25,70.0,57.833333333333336,5.1902686721294975,47.0,55.0,57.0,62.0,69.0,,,,,,,,,3070.0,,,,,,,,,,,,2786.0,,,,846.56,,,,36211.21,,,,,,,,,,1948.23,,,,44862.0,,,,,,,,,0.06843208060273728,,,,,,,,,,,,0.06210155588248406,,,,0.01887031340555481,,,,0.8071688734340867,,,,,,,,,,0.04342717667513709,,,,1.0,,,,,,,,,0.03421604030136864,,,,,,,,,,,,0.020700518627494686,,,,0.01887031340555481,,,,0.022421357595391298,,,,,,,,,,0.021713588337568545,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,1.0,,,,36.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,0.0,,,,25.0,,,,,,,,,,1.0,,,
丹波市議会議員選挙（2008年11月16日投票）,丹波市議会議員選挙,兵庫県,丹波市,20081116.0,2008.0,11.0,16.0,20081109.0,75.84,24.0,30.0,1.25,56803.0,,,-1134.0,任期満了,78.59,,,,丹波市議会議員選挙（2008年11月16日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.7,0.3,0.0,0.8333333333333334,0.16666666666666666,0.0,0.6944297069752129,0.30557029302478717,,0.033068081284533944,0.033952254780531904,,42522.0,4.0,60.36666666666667,4.88864898401275,50.0,57.0,59.5,61.75,73.0,60.666666666666664,4.317277948996206,54.0,58.5,60.5,61.25,73.0,,,,,,,,,3937.0,,,,,,,,,,,,3598.46,,,,,,,,33724.39,,,,,,,,,,1262.15,,,,42522.0,,,,,,,,,0.09258736653967357,,,,,,,,,,,,0.08462584074126335,,,,,,,,0.7931045106062744,,,,,,,,,,0.029682282112788675,,,,1.0,,,,,,,,,0.04629368326983679,,,,,,,,,,,,0.028208613580421118,,,,,,,,0.033046021275261434,,,,,,,,,,0.029682282112788675,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,24.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,19.0,,,,,,,,,,1.0,,,
丹波市議会議員選挙（2012年11月18日投票）,丹波市議会議員選挙,兵庫県,丹波市,20121118.0,2012.0,11.0,18.0,20121111.0,70.35,20.0,23.0,1.15,55384.0,,,-1419.0,任期満了,75.84,,,,丹波市議会議員選挙（2012年11月18日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.1,0.6521739130434783,0.30434782608695654,0.043478260869565216,0.65,0.3,0.05,0.6753196263633043,0.2760971664144445,0.048583207222251214,0.04502130842422029,0.039442452344920644,0.048583207222251214,38326.0,3.0,61.21739130434783,7.65538470188386,30.0,60.5,63.0,65.0,70.0,60.85,8.138028016663498,30.0,59.75,62.5,65.0,70.0,,,,,,,,,4330.0,,,,,,,,,,,,3004.0,,,,,,,,30992.0,,,,,,,,,,,,,,38326.0,,,,,,,,,0.11297813494755518,,,,,,,,,,,,0.07838021186661796,,,,,,,,0.8086416531858268,,,,,,,,,,,,,,1.0,,,,,,,,,0.05648906747377759,,,,,,,,,,,,0.03919010593330898,,,,,,,,0.04256008700978036,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,16.0,,,,,,,,,,,,,
