,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHKから自国民を守る党,得票数_されど我町まえばし,得票数_公明党,得票数_公民,得票数_大泉町の行政を考える会,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHKから自国民を守る党,得票率_されど我町まえばし,得票率_公明党,得票率_公民,得票率_大泉町の行政を考える会,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_されど我町まえばし,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_大泉町の行政を考える会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_NHKから自国民を守る党,立候補者数_されど我町まえばし,立候補者数_公明党,立候補者数_公民,立候補者数_大泉町の行政を考える会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_NHKから自国民を守る党,当選者数_されど我町まえばし,当選者数_公明党,当選者数_公民,当選者数_大泉町の行政を考える会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
邑楽町議会議員補欠選挙（2009年09月20日投票）,邑楽町議会議員補欠選挙,群馬県,邑楽町,20090920.0,2009.0,9.0,20.0,20090915.0,40.91,3.0,5.0,1.6666666666666667,22329.0,,,,その他,,,,,邑楽町議会議員補欠選挙（2009年09月20日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0,,0.9528422125924038,0.04715778740759623,,0.23821055314810094,0.04715778740759623,7846.0,2.0,66.6,10.091580649234292,59.0,60.0,61.0,67.0,86.0,62.0,3.559026084010437,59.0,59.5,60.0,63.5,67.0,,,,,,,,2317.0,,,5529.0,,,,7846.0,,,,,,,,0.2953097119551364,,,0.7046902880448637,,,,1.0,,,,,,,,0.2953097119551364,,,0.17617257201121592,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,1.0,,,2.0,,,
邑楽町議会議員選挙（2007年04月22日投票）,邑楽町議会議員選挙,群馬県,邑楽町,20070422.0,2007.0,4.0,22.0,20070417.0,69.68,16.0,19.0,1.1875,22244.0,,,,任期満了,,,,,邑楽町議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.1875,0.631578947368421,0.3684210526315789,0.0,0.6875,0.3125,0.0,0.6441045168067226,0.3558954831932773,,0.05367537640056022,0.0508422118847539,,15232.0,3.0,59.21052631578947,6.894535955289606,37.0,56.5,60.0,64.0,71.0,61.0625,4.351274956837363,53.0,57.75,62.0,64.0,71.0,,,,1432.0,,,,751.0,,,13049.0,,,,15232.0,,,,0.0940126050420168,,,,0.04930409663865546,,,0.8566832983193278,,,,1.0,,,,0.0940126050420168,,,,0.04930409663865546,,,0.050393135195254575,,,,,,,1.0,,,,1.0,,,17.0,,,,,,,1.0,,,,1.0,,,14.0,,,
邑楽町議会議員選挙（2011年04月24日投票）,邑楽町議会議員選挙,群馬県,邑楽町,20110424.0,2011.0,4.0,24.0,20110419.0,64.18,14.0,17.0,1.2142857142857142,22241.0,,,-3.0,任期満了,69.68,,,,邑楽町議会議員選挙（2011年04月24日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.6470588235294118,0.35294117647058826,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5938617828015453,0.4061382171984547,,0.05398743480014048,0.06768970286640912,,13978.0,3.0,,,,,,,,,,,,,,,,,,1308.0,,,,769.0,,,11901.0,,,,13978.0,,,,0.09357561882958935,,,,0.05501502360852769,,,0.851409357561883,,,,1.0,,,,0.09357561882958935,,,,0.05501502360852769,,,0.05676062383745886,,,,,,,1.0,,,,1.0,,,15.0,,,,,,,1.0,,,,1.0,,,12.0,,,
邑楽町議会議員選挙（2015年04月26日投票）,邑楽町議会議員選挙,群馬県,邑楽町,20150426.0,2015.0,4.0,26.0,20150421.0,60.85,14.0,16.0,1.1428571428571428,,,,,任期満了,64.18,,,,邑楽町議会議員選挙（2015年04月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.6875,0.25,0.0625,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6712140842923557,0.25600182912887737,0.07278408657876687,0.06101946220839598,0.06400045728221934,0.07278408657876687,13121.0,3.0,65.1875,8.427772170034023,45.0,62.75,66.5,72.0,73.0,64.14285714285714,8.509298635334533,45.0,62.25,65.5,71.0,73.0,,,,1158.0,,,,704.0,,,11259.0,,,,13121.0,,,,0.08825546833320631,,,,0.05365444706958311,,,0.8580900845972106,,,,1.0,,,,0.08825546833320631,,,,0.05365444706958311,,,0.06129214889980076,,,,,,,1.0,,,,1.0,,,14.0,,,,,,,1.0,,,,1.0,,,12.0,,,
邑楽町議会議員選挙（2019年04月21日投票）,邑楽町議会議員選挙,群馬県,邑楽町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,14.0,14.0,1.0,,,,,任期満了,60.85,,,,邑楽町議会議員選挙（2019年04月21日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.21428571428571427,0.07142857142857142,,,,,,,0.0,4.0,68.14285714285714,8.3397254396151,49.0,66.5,70.5,72.0,77.0,68.14285714285714,8.3397254396151,49.0,66.5,70.5,72.0,77.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,11.0,,1.0,,,,,1.0,,,,1.0,,,11.0,,1.0,
長野原町議会議員補欠選挙（2006年04月23日投票）,長野原町議会議員補欠選挙,群馬県,長野原町,20060423.0,2006.0,4.0,23.0,20060418.0,無投票,1.0,1.0,1.0,5328.0,,,,その他,,,,,長野原町議会議員補欠選挙（2006年04月23日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
長野原町議会議員補欠選挙（2014年04月20日投票）,長野原町議会議員補欠選挙,群馬県,長野原町,20140420.0,2014.0,4.0,20.0,20140415.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,長野原町議会議員補欠選挙（2014年04月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
長野原町議会議員選挙（2003年04月27日投票）,長野原町議会議員選挙,群馬県,長野原町,20030427.0,2003.0,4.0,27.0,20030422.0,87.25,14.0,15.0,1.0714285714285714,5591.0,,,,その他,,,,,長野原町議会議員選挙（2003年04月27日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8634987593052109,0.13650124069478908,,0.06642298148501623,0.06825062034739454,,4836.0,2.0,60.53333333333333,7.365384503804869,45.0,55.0,62.0,64.5,74.0,61.642857142857146,6.297472768127396,52.0,57.0,62.5,64.75,74.0,,,,320.12,,,,,,,4515.88,,,,4836.0,,,,0.06619520264681555,,,,,,,0.9338047973531844,,,,1.0,,,,0.06619520264681555,,,,,,,0.0667003426680846,,,,,,,1.0,,,,,,,14.0,,,,,,,1.0,,,,,,,13.0,,,
長野原町議会議員選挙（2007年04月22日投票）,長野原町議会議員選挙,群馬県,長野原町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,10.0,10.0,1.0,5394.0,,,-197.0,任期満了,87.25,,,,長野原町議会議員選挙（2007年04月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.6,0.3,0.1,0.6,0.3,0.1,,,,,,,0.0,2.0,60.4,7.24154679609267,48.0,56.0,64.0,65.5,69.0,60.4,7.24154679609267,48.0,56.0,64.0,65.5,69.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,1.0,,,,,,,9.0,,,
長野原町議会議員選挙（2011年04月24日投票）,長野原町議会議員選挙,群馬県,長野原町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,10.0,10.0,1.0,5213.0,,,-181.0,任期満了,,,,,長野原町議会議員選挙（2011年04月24日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,63.3,6.94334213473598,52.0,60.0,63.5,68.0,73.0,63.3,6.94334213473598,52.0,60.0,63.5,68.0,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,1.0,,,,,,,9.0,,,
長野原町議会議員選挙（2015年04月26日投票）,長野原町議会議員選挙,群馬県,長野原町,20150426.0,2015.0,4.0,26.0,20150421.0,75.11,10.0,11.0,1.1,,,,,任期満了,,,,,長野原町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.7183328793244348,0.28166712067556526,,0.08979160991555435,0.09388904022518842,,3671.0,2.0,,,,,,,,,,,,,,,,,,336.0,,,,,,,3335.0,,,,3671.0,,,,0.09152819395260148,,,,,,,0.9084718060473985,,,,1.0,,,,0.09152819395260148,,,,,,,0.09084718060473986,,,,,,,1.0,,,,,,,10.0,,,,,,,1.0,,,,,,,9.0,,,
長野原町議会議員選挙（2019年04月21日投票）,長野原町議会議員選挙,群馬県,長野原町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,75.11,,,,長野原町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6,0.4,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,1.0,,,,,,,9.0,,,
館林市議会議員補欠選挙（2017年04月02日投票）,館林市議会議員補欠選挙,群馬県,館林市,20170402.0,2017.0,4.0,2.0,20170326.0,47.96,1.0,3.0,3.0,62797.0,,,,死亡/橋本徹氏（５６）の死去に伴う市議補選,,,,,館林市議会議員補欠選挙（2017年04月02日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,27353.0,0.0,63.666666666666664,6.599663291074444,55.0,60.0,65.0,68.0,71.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
館林市議会議員選挙（2006年09月24日投票）,館林市議会議員選挙,群馬県,館林市,20060924.0,2006.0,9.0,24.0,20060917.0,62.62,24.0,28.0,1.1666666666666667,62931.0,,,,任期満了,,,,,館林市議会議員選挙（2006年09月24日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.03571428571428571,0.041666666666666664,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7799976249349884,0.2200023750650116,,0.03899988124674942,0.02750029688312645,,38819.99,4.0,54.035714285714285,9.029642228544285,27.0,49.0,54.0,59.5,69.0,55.083333333333336,9.132892325119258,27.0,49.0,56.0,61.25,69.0,,,,4063.18,,,,2627.1800000000003,1405.0,,30724.629999999997,,,,38819.99,,,,0.10466720882720475,,,,0.06767595767026216,0.03619269350661863,,0.7914641399959145,,,,1.0,,,,0.05233360441360237,,,,0.03383797883513108,0.03619269350661863,,0.03441148434764846,,,,,,,2.0,,,,2.0,1.0,,23.0,,,,,,,2.0,,,,2.0,1.0,,19.0,,,
館林市議会議員選挙（2010年09月26日投票）,館林市議会議員選挙,群馬県,館林市,20100926.0,2010.0,9.0,26.0,20100919.0,56.26,22.0,24.0,1.0909090909090908,62917.0,,,-14.0,任期満了,62.62,,,,館林市議会議員選挙（2010年09月26日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,0.7916666666666666,0.20833333333333334,0.0,0.8636363636363636,0.13636363636363635,0.0,0.8382349855613401,0.1617650144386599,,0.0441176308190179,0.03235300288773198,,34792.009999999995,4.0,,,,,,,,,,,,,,,,,,3912.5299999999997,,,,3222.4,2632.0,,25025.08,,,,34792.01,,,,0.11245484236179512,,,,0.09261896625115938,0.07564955287147825,,0.7192766385155672,,,,1.0,,,,0.05622742118089756,,,,0.04630948312557969,0.03782477643573912,,0.03995981325086485,,,,,,,2.0,,,,2.0,2.0,,18.0,,,,,,,2.0,,,,2.0,2.0,,16.0,,,
館林市議会議員選挙（2014年09月21日投票）,館林市議会議員選挙,群馬県,館林市,20140921.0,2014.0,9.0,21.0,20140914.0,51.06,20.0,22.0,1.1,62127.0,,,-790.0,任期満了,56.26,,,,館林市議会議員選挙（2014年09月21日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.9,0.1,0.0,0.8862837924819774,0.11371620751802265,,0.04923798847122097,0.028429051879505663,,31072.0,3.0,58.95454545454545,8.725496978434018,35.0,54.0,59.5,65.75,73.0,59.0,8.64291617453276,35.0,54.0,59.5,65.25,73.0,,,,4122.0,,,,3571.6099999999997,,,23378.39,,,,31072.0,,,,0.13265962924819774,,,,0.11494625386199793,,,0.7523941168898043,,,,1.0,,,,0.06632981462409887,,,,0.057473126930998965,,,0.041799673160544684,,,,,,,2.0,,,,2.0,,,18.0,,,,,,,2.0,,,,2.0,,,16.0,,,
館林市議会議員選挙（2018年09月23日投票）,館林市議会議員選挙,群馬県,館林市,20180923.0,2018.0,9.0,23.0,20180916.0,43.85,18.0,20.0,1.1111111111111112,,,,,任期満了,51.06,,,,館林市議会議員選挙（2018年09月23日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.55,0.45,0.0,0.6111111111111112,0.3888888888888889,0.0,0.5994198442280673,0.40058015577193284,,0.05449271311164248,0.04450890619688143,,26848.996,4.0,61.1,9.170059977993601,44.0,55.25,61.0,68.75,75.0,59.833333333333336,8.795516534639173,44.0,53.75,60.0,66.25,75.0,,,,6662.5560000000005,,,,3301.598,,,15482.842,,1402.0,,26848.996,,,,0.24814916729102277,,,,0.1229691419373745,,,0.5766637232915526,,0.05221796748005028,,1.0,,,,0.08271638909700758,,,,0.06148457096868725,,,0.041190265949396614,,0.05221796748005028,,,,,3.0,,,,2.0,,,14.0,,1.0,,,,,3.0,,,,2.0,,,12.0,,1.0,
高山村議会議員補欠選挙（2018年05月27日投票）,高山村議会議員補欠選挙,群馬県,高山村,20180527.0,2018.0,5.0,27.0,20180522.0,無投票,2.0,1.0,0.5,,,,,辞職/平形富二夫氏の村長選出馬による辞職、及び野上一雄氏の死去による。2名定員のところ、1名のみの立候補により、欠員1名,,,,,高山村議会議員補欠選挙（2018年05月27日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
高山村議会議員選挙（2003年04月27日投票）,高山村議会議員選挙,群馬県,高山村,20030427.0,2003.0,4.0,27.0,20030422.0,93.05,12.0,13.0,1.0833333333333333,3395.0,,,,任期満了,,,,,高山村議会議員選挙（2003年04月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6484833971902937,0.35151660280970626,,0.08106042464878671,0.07030332056194125,,3132.0,1.0,59.46153846153846,5.401073748166756,50.0,56.0,56.0,64.0,67.0,59.75,5.524566347989074,50.0,55.75,60.0,64.25,67.0,,,,,,,,,,,3132.0,,,,3132.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,12.0,,,
高山村議会議員選挙（2007年04月22日投票）,高山村議会議員選挙,群馬県,高山村,20070422.0,2007.0,4.0,22.0,20070417.0,90.19,10.0,11.0,1.1,3385.0,,,-10.0,任期満了,93.05,,,,高山村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.6098846787479407,0.39011532125205933,,0.08712638267827724,0.09752883031301483,,3035.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3035.0,,,,3035.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,
高山村議会議員選挙（2011年04月24日投票）,高山村議会議員選挙,群馬県,高山村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,10.0,10.0,1.0,,,,,任期満了,90.19,,,,高山村議会議員選挙（2011年04月24日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,
高山村議会議員選挙（2015年04月26日投票）,高山村議会議員選挙,群馬県,高山村,20150426.0,2015.0,4.0,26.0,20150421.0,83.1,10.0,11.0,1.1,3147.0,,,,任期満了,,,,,高山村議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.6,0.2,0.2,0.5918051797448782,0.22149207576343255,0.18670274449168922,0.08454359710641117,0.11074603788171627,0.09335137224584461,2586.9999999999995,1.0,65.9090909090909,2.8429992311112526,60.0,64.5,66.0,68.0,71.0,66.1,2.9137604568666933,60.0,65.0,66.5,68.0,71.0,,,,,,,,,,,2586.9999999999995,,,,2586.9999999999995,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,
高山村議会議員選挙（2019年04月21日投票）,高山村議会議員選挙,群馬県,高山村,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,11.0,1.1,,,,,任期満了,83.1,,,,高山村議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.5,0.5,0.0,0.44042123807210026,0.5376840158669541,0.021894746060945713,0.08808424761442005,0.10753680317339083,0.021894746060945713,2374.999,1.0,67.18181818181819,3.7372372347444482,59.0,66.0,67.0,70.0,72.0,67.1,3.9102429592034307,59.0,66.0,66.5,70.5,72.0,,,,,,,,,,,2374.999,,,,2374.999,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,
高崎市議会議員選挙（1999年04月25日投票）,高崎市議会議員選挙,群馬県,高崎市,19990425.0,1999.0,4.0,25.0,19990418.0,61.89,35.0,44.0,1.2571428571428571,188391.0,,,,任期満了,,,,,高崎市議会議員選挙（1999年04月25日投票）,1.0,44.0,36.0,1.2222222222222223,0.0,0.0,0.0,0.11363636363636363,0.08333333333333333,0.7045454545454546,0.2727272727272727,0.022727272727272728,0.7777777777777778,0.19444444444444445,0.027777777777777776,0.7205362284232671,0.2557139380861262,0.023749833490606775,0.023243104142686037,0.021309494840510517,0.023749833490606775,114407.95999999999,5.0,57.65909090909091,10.330764254528539,36.0,50.5,57.5,65.25,75.0,58.69444444444444,9.935400915817374,39.0,52.5,57.5,66.25,75.0,,,,11538.71,,,,8502.0,3992.0,,87371.25,3004.0,,,114407.95999999999,,,,0.10085583205923783,,,,0.07431301108769006,0.03489267704799561,,0.7636815655134486,0.02625691429162796,,,1.0,,,,0.025213958014809457,,,,0.018578252771922515,0.03489267704799561,,0.02246122251510143,0.02625691429162796,,,,,,4.0,,,,4.0,1.0,,34.0,1.0,,,,,,4.0,,,,3.0,1.0,,27.0,1.0,,
高崎市議会議員選挙（2003年04月27日投票）,高崎市議会議員選挙,群馬県,高崎市,20030427.0,2003.0,4.0,27.0,20030420.0,59.72,32.0,37.0,1.15625,190792.0,,,2401.0,任期満了,61.89,,,,高崎市議会議員選挙（2003年04月27日投票）,1.0,37.0,32.0,1.15625,0.0,0.0,0.0,0.10810810810810811,0.09375,0.7297297297297297,0.1891891891891892,0.08108108108108109,0.84375,0.125,0.03125,0.8039701813228823,0.14343944805411127,0.052590370623006366,0.029776673382328974,0.020491349722015894,0.017530123541002123,111065.95999999999,3.0,59.054054054054056,11.076993313257123,28.0,52.0,60.0,68.0,78.0,58.9375,11.332854616115041,28.0,51.5,60.0,68.25,78.0,,,,13506.36,,,,8506.0,,,89053.59999999999,,,,111065.95999999999,,,,0.121606656080765,,,,0.07658512112982233,,,0.8018082227894127,,,,1.0,,,,0.03040166402019125,,,,0.025528373709940776,,,0.02672694075964709,,,,,,,4.0,,,,3.0,,,30.0,,,,,,,4.0,,,,3.0,,,25.0,,,
高崎市議会議員選挙（2007年04月22日投票）,高崎市議会議員選挙,群馬県,高崎市,20070422.0,2007.0,4.0,22.0,20070415.0,60.49,46.0,71.0,1.5434782608695652,270815.0,,,80023.0,任期満了,59.72,,,,高崎市議会議員選挙（2007年04月22日投票）,6.0,71.0,46.0,1.5434782608695652,0.0,0.0,0.0,0.04225352112676056,0.043478260869565216,0.7464788732394366,0.23943661971830985,0.014084507042253521,0.717391304347826,0.2608695652173913,0.021739130434782608,0.7194443574607303,0.26664517926345405,0.013910463275815542,0.013574421838881703,0.01568501054490906,0.013910463275815542,160310.98,3.0,56.57746478873239,9.354763751175623,31.0,50.0,56.0,64.0,76.0,55.26086956521739,9.990070684801715,31.0,49.0,54.0,62.0,76.0,,,,12501.810000000001,,,,11850.35,,,135958.82,,,,160310.98,,,,0.07798473941086256,,,,0.07392101277155189,,,0.8480942478175856,,,,1.0,,,,0.01949618485271564,,,,0.014784202554310377,,,0.0136789394809288,,,,,,,4.0,,,,5.0,,,62.0,,,,,,,4.0,,,,3.0,,,39.0,,,
高崎市議会議員選挙（2011年04月24日投票）,高崎市議会議員選挙,群馬県,高崎市,20110424.0,2011.0,4.0,24.0,20110417.0,,41.0,55.0,1.3414634146341464,295965.0,,,25150.0,任期満了,60.49,,,,高崎市議会議員選挙（2011年04月24日投票）,2.0,55.0,41.0,1.3414634146341464,0.0,0.0,0.0,0.12727272727272726,0.0975609756097561,0.7454545454545455,0.2545454545454545,0.0,0.8292682926829268,0.17073170731707318,0.0,0.7930203395798119,0.206979660420188,,0.019341959501946632,0.014784261458584858,,167059.99,3.0,,,,,,,,,,,,,,,,,,16673.22,,,,9857.0,,,140529.77000000002,,,,167059.99000000002,,,,0.09980378904607859,,,,0.0590027570335662,,,0.8411934539203552,,,,1.0,,,,0.019960757809215718,,,,0.01475068925839155,,,0.018286814215659895,,,,,,,5.0,,,,4.0,,,46.0,,,,,,,5.0,,,,3.0,,,33.0,,,
高崎市議会議員選挙（2015年04月26日投票）,高崎市議会議員選挙,群馬県,高崎市,20150426.0,2015.0,4.0,26.0,20150419.0,50.3,41.0,50.0,1.2195121951219512,,,,,任期満了,,,,,高崎市議会議員選挙（2015年04月26日投票）,1.0,50.0,38.0,1.3157894736842106,0.0,0.0,0.0,0.06,0.02631578947368421,0.66,0.3,0.04,0.7894736842105263,0.18421052631578946,0.02631578947368421,0.7047000574023371,0.24044870655999165,0.054851236037671364,0.021354547194010216,0.01602991377066611,0.027425618018835682,146230.98,3.0,56.68,9.77024052928074,30.0,53.5,57.0,63.0,77.0,57.89473684210526,9.491795553291526,30.0,55.0,57.5,63.0,77.0,,,,15516.810000000001,,,,9847.99,,,120866.18,,,,146230.97999999998,,,,0.10611164610946329,,,,0.06734544212177201,,,0.8265429117687648,,,,1.0,,,,0.02122232922189266,,,,0.02244848070725734,,,0.019679593137351542,,,,,,,5.0,,,,3.0,,,42.0,,,,,,,5.0,,,,3.0,,,30.0,,,
