,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の為の自由福祉党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の為の自由福祉党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の為の自由福祉党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の為の自由福祉党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の為の自由福祉党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_自由民主党
防府市議会議員補欠選挙（2018年05月27日投票）,防府市議会議員補欠選挙,山口県,防府市,20180527.0,2018.0,5.0,27.0,20180520.0,46.62,1.0,2.0,2.0,95568.0,,,,,,,,,防府市議会議員補欠選挙（2018年05月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,39773.0,2.0,39.5,12.5,27.0,33.25,39.5,45.75,52.0,27.0,0.0,27.0,27.0,27.0,27.0,27.0,,,9917.0,,,,,,29856.0,,,,,,39773.0,,,0.24934000452568325,,,,,,0.7506599954743167,,,,,,1.0,,,0.24934000452568325,,,,,,0.7506599954743167,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.0,,,,,,1.0,,,,,
防府市議会議員選挙（2000年11月12日投票）,防府市議会議員選挙,山口県,防府市,20001112.0,2000.0,11.0,12.0,20001105.0,66.25,30.0,38.0,1.2666666666666666,94099.0,,,,任期満了,,,,,防府市議会議員選挙（2000年11月12日投票）,1.0,38.0,30.0,1.2666666666666666,0.0,0.0,0.0,0.13157894736842105,0.06666666666666667,0.631578947368421,0.3157894736842105,0.02631578947368421,0.6666666666666666,0.26666666666666666,0.03333333333333333,0.6112058989215443,0.32647311612530805,0.03325619944916082,0.025466912455064345,0.02720609301044234,0.03325619944916082,61792.99,7.0,55.63157894736842,10.0326337325843,28.0,50.5,58.0,60.75,76.0,55.333333333333336,10.235016148280156,28.0,52.25,58.5,60.75,69.0,7690.75,,,1229.42,3471.0,,,1934.0,44012.25,1623.0,,,,1832.57,61792.99,0.12445991042025965,,,0.019895784295273625,0.05617142009150229,,,0.03129804853268955,0.7122531212682863,0.026265115185395625,,,,0.029656600206593012,1.0,0.04148663680675322,,,0.019895784295273625,0.028085710045751146,,,0.03129804853268955,0.024560452457527113,0.026265115185395625,,,,0.029656600206593012,3.0,,,1.0,2.0,,,1.0,29.0,1.0,,,,1.0,3.0,,,0.0,2.0,,,1.0,22.0,1.0,,,,1.0
防府市議会議員選挙（2004年11月14日投票）,防府市議会議員選挙,山口県,防府市,20041114.0,2004.0,11.0,14.0,20041107.0,60.85,30.0,36.0,1.2,95585.0,,,1486.0,任期満了,66.25,,,,防府市議会議員選挙（2004年11月14日投票）,1.0,36.0,30.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.06666666666666667,0.6944444444444444,0.2222222222222222,0.08333333333333333,0.7666666666666667,0.16666666666666666,0.06666666666666667,0.7007866710679477,0.21593113153459928,0.08328219739745306,0.028031466842717907,0.02699139144182491,0.027760732465817686,57559.0,5.0,56.44444444444444,9.62474947565576,32.0,51.0,57.0,63.25,72.0,56.166666666666664,10.168852224098625,32.0,51.0,57.5,63.0,72.0,7371.0,,,,2916.0,,,876.0,44469.42,,,,,1926.58,57559.0,0.12805990375093382,,,,0.05066106082454525,,,0.0152191664205424,0.7725884744349276,,,,,0.033471394569050884,1.0,0.042686634583644606,,,,0.025330530412272626,,,0.0152191664205424,0.02664098187706647,,,,,0.033471394569050884,3.0,,,,2.0,,,1.0,29.0,,,,,1.0,3.0,,,,2.0,,,0.0,24.0,,,,,1.0
防府市議会議員選挙（2008年11月16日投票）,防府市議会議員選挙,山口県,防府市,20081116.0,2008.0,11.0,16.0,20081109.0,58.62,27.0,33.0,1.2222222222222223,96075.0,,,490.0,任期満了,60.85,,,,防府市議会議員選挙（2008年11月16日投票）,1.0,33.0,27.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.07407407407407407,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7777777777777778,0.14814814814814814,0.07407407407407407,0.7449521627158084,0.18571511319604636,0.06933272408814521,0.031039673446492017,0.030952518866007726,0.023110908029381736,55762.99,4.0,58.878787878787875,9.612988611556434,36.0,54.0,61.0,67.0,75.0,58.148148148148145,10.153283372255075,36.0,53.5,61.0,66.5,75.0,7407.0,,,,3352.0,,,1316.0,43687.990000000005,,,,,,55762.990000000005,0.13283003655291797,,,,0.06011155427641164,,,0.02359988228751722,0.7834585268831532,,,,,,1.0,0.04427667885097266,,,,0.03005577713820582,,,0.02359988228751722,0.029016982477153824,,,,,,3.0,,,,2.0,,,1.0,27.0,,,,,,3.0,,,,2.0,,,1.0,21.0,,,,,
防府市議会議員選挙（2012年11月11日投票）,防府市議会議員選挙,山口県,防府市,20121111.0,2012.0,11.0,11.0,20121104.0,52.82,25.0,30.0,1.2,95606.0,,,-469.0,任期満了,58.62,,,,防府市議会議員選挙（2012年11月11日投票）,1.0,30.0,25.0,1.2,0.0,0.0,0.0,0.13333333333333333,0.12,0.6,0.3333333333333333,0.06666666666666667,0.64,0.32,0.04,0.6354427922428802,0.32905377549182463,0.03550343226529509,0.03530237734682668,0.03290537754918246,0.017751716132647546,49967.0,5.0,58.1,10.830050784737807,36.0,51.5,59.5,66.75,73.0,56.92,11.142423434782938,36.0,49.0,58.0,66.0,73.0,6305.17,,,,3175.0,,,794.0,37513.83,,,,,2179.0,49967.0,0.12618668321091922,,,,0.06354193767886805,,,0.01589048772189645,0.750772109592331,,,,,0.04360878179598535,1.0,0.042062227736973073,,,,0.031770968839434026,,,0.01589048772189645,0.03264226563444917,,,,,0.04360878179598535,3.0,,,,2.0,,,1.0,23.0,,,,,1.0,3.0,,,,2.0,,,0.0,19.0,,,,,1.0
防府市議会議員選挙（2016年11月13日投票）,防府市議会議員選挙,山口県,防府市,20161113.0,2016.0,11.0,13.0,20161106.0,50.8,25.0,30.0,1.2,98722.0,,,3116.0,任期満了,52.82,,,,防府市議会議員選挙（2016年11月13日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.13793103448275862,0.125,0.6551724137931034,0.3103448275862069,0.034482758620689655,0.75,0.25,0.0,0.6910743156811636,0.2916626073567027,0.017263076962133656,0.03637233240427177,0.032406956372966964,0.017263076962133656,48253.275,5.0,,,,,,,,,,,,,,,6704.0,,454.0,,3160.6760000000004,,,,31026.599000000002,,,,,6908.0,48253.275,0.13893357497496284,,0.009408687804092054,,0.06550179236538868,,,,0.6429946775633364,,,,,0.14316126729222006,1.0,0.04631119165832095,,0.009408687804092054,,0.03275089618269434,,,,0.03384182513491244,,,,,0.035790316823055016,3.0,,1.0,,2.0,,,,19.0,,,,,4.0,3.0,,0.0,,2.0,,,,15.0,,,,,4.0
防府市議会議員選挙（2020年11月15日投票）,防府市議会議員選挙,山口県,防府市,20201115.0,2020.0,11.0,15.0,20201108.0,50.67,25.0,31.0,1.24,,,,,任期満了,50.8,,,,防府市議会議員選挙（2020年11月15日投票）,1.0,31.0,25.0,1.24,0.0,0.0,0.0,0.12903225806451613,0.12,0.6774193548387096,0.25806451612903225,0.06451612903225806,0.8,0.12,0.08,0.7525758869132645,0.1927664251565668,0.05465768793016861,0.035836946995869735,0.02409580314457085,0.027328843965084306,47952.99800000001,5.0,55.38709677419355,11.45447488089639,29.0,49.0,54.0,65.5,75.0,56.92,11.743662120480137,29.0,49.0,57.0,67.0,75.0,6598.0,,877.0,,2588.0,,,,32853.998,,,,,5036.0,47952.998,0.13759306560978732,,0.018288741821731354,,0.05396951406458466,,,,0.6851291758650836,,,,,0.10501950263881311,1.0,0.04586435520326244,,0.018288741821731354,,0.02698475703229233,,,,0.03114223526659471,,,,,0.03500650087960437,3.0,,1.0,,2.0,,,,22.0,,,,,3.0,3.0,,0.0,,1.0,,,,18.0,,,,,3.0
阿武町議会議員補欠選挙（2011年02月06日投票）,阿武町議会議員補欠選挙,山口県,阿武町,20110206.0,2011.0,2.0,6.0,20110201.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,阿武町議会議員補欠選挙（2011年02月06日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,55.5,0.5,55.0,55.25,55.5,55.75,56.0,55.5,0.5,55.0,55.25,55.5,55.75,56.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,
阿武町議会議員補欠選挙（2021年04月18日投票）,阿武町議会議員補欠選挙,山口県,阿武町,20210418.0,2021.0,4.0,18.0,20210413.0,60.86,1.0,2.0,2.0,2777.0,1231.0,1546.0,,辞職,,,,,阿武町議会議員補欠選挙（2021年04月18日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1668.0,2.0,60.5,11.5,49.0,54.75,60.5,66.25,72.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,,,,,601.0,,,,1067.0,,,,,,1668.0,,,,,0.36031175059952036,,,,0.6396882494004796,,,,,,1.0,,,,,0.36031175059952036,,,,0.6396882494004796,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.0,,,,1.0,,,,,
阿武町議会議員選挙（2005年11月20日投票）,阿武町議会議員選挙,山口県,阿武町,20051120.0,2005.0,11.0,20.0,20051115.0,100.0,8.0,10.0,1.25,3762.0,,,,解散,,,,,阿武町議会議員選挙（2005年11月20日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.25,0.125,,0.19359949302915083,0.14512040557667935,,0.09679974651457542,0.07256020278833968,3156.0,1.0,61.7,7.733692520394122,51.0,55.0,63.0,65.0,76.0,61.25,5.889609494694874,53.0,55.0,63.0,65.0,71.0,,,,,,,,,3156.0,,,,,,3156.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,8.0,,,,,
阿武町議会議員選挙（2009年11月15日投票）,阿武町議会議員選挙,山口県,阿武町,20091115.0,2009.0,11.0,15.0,20091110.0,無投票,8.0,8.0,1.0,3502.0,,,-260.0,任期満了,100.0,,,,阿武町議会議員選挙（2009年11月15日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,1.0,65.5,5.656854249492381,57.0,60.5,67.0,69.0,75.0,65.5,5.656854249492381,57.0,60.5,67.0,69.0,75.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,8.0,,,,,
阿武町議会議員選挙（2013年11月10日投票）,阿武町議会議員選挙,山口県,阿武町,20131110.0,2013.0,11.0,10.0,20131105.0,77.09,8.0,10.0,1.25,,,,,任期満了,,,,,阿武町議会議員選挙（2013年11月10日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.75,0.25,0.0,0.7677649861055975,0.23223501389440254,,0.10968071230079965,0.07741167129813419,,2519.0,1.0,61.4,7.774316690230724,44.0,58.0,62.0,66.25,73.0,61.75,8.422440263961509,44.0,58.0,62.0,67.75,73.0,,,,,,,,,2519.0,,,,,,2519.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,8.0,,,,,
阿武町議会議員選挙（2017年11月12日投票）,阿武町議会議員選挙,山口県,阿武町,20171112.0,2017.0,11.0,12.0,20171107.0,80.78,8.0,12.0,1.5,3013.0,,,,任期満了,77.09,,,,阿武町議会議員選挙（2017年11月12日投票）,1.0,12.0,8.0,1.5,0.0,0.0,0.0,0.08333333333333333,0.0,0.4166666666666667,0.5,0.08333333333333333,0.5,0.375,0.125,0.44499586435070304,0.44830438378825477,0.10669975186104218,0.08899917287014061,0.07471739729804246,0.10669975186104218,2418.0,0.0,59.166666666666664,12.502222024726468,31.0,53.25,64.0,68.25,71.0,59.5,10.18577439373168,40.0,53.25,63.5,67.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公明党,国民民主党,幸福実現党,新社会党,日本共産党,日本維新の会,次世代の為の自由福祉党,民主党,無所属,社会民主党,立憲民主党,維新の党,維新政党・新風,自由民主党,sum_v,公明党,国民民主党,幸福実現党,新社会党,日本共産党,日本維新の会,次世代の為の自由福祉党,民主党,無所属,社会民主党,立憲民主党,維新の党,維新政党・新風,自由民主党,sum_v,公明党,国民民主党,幸福実現党,新社会党,日本共産党,日本維新の会,次世代の為の自由福祉党,民主党,無所属,社会民主党,立憲民主党,維新の党,維新政党・新風,自由民主党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,日本維新の会,次世代の為の自由福祉党,民主党,無所属,社会民主党,立憲民主党,維新の党,維新政党・新風,自由民主党,公明党,国民民主党,幸福実現党,新社会党,日本共産党,日本維新の会,次世代の為の自由福祉党,民主党,無所属,社会民主党,立憲民主党,維新の党,維新政党・新風,自由民主党
