"","","","","/項目 コード","F1101","F110101","F110102","F1102","F110201","F110202","F1107","F1108","F2116","F2201","F2211","F2221","F2401","F2402","F2409","F2410","F2411","F2705","F2803"
"調査年 コード","調査年","地域 コード","地域","/項目","F1101_労働力人口【人】","F110101_労働力人口（男）【人】","F110102_労働力人口（女）【人】","F1102_就業者数【人】","F110201_就業者数（男）【人】","F110202_就業者数（女）【人】","F1107_完全失業者数【人】","F1108_非労働力人口【人】","F2116_就業者数（65歳以上）【人】","F2201_第1次産業就業者数【人】","F2211_第2次産業就業者数【人】","F2221_第3次産業就業者数【人】","F2401_雇用者数（国勢調査結果）【人】","F2402_役員数【人】","F2409_雇用者数（正規の職員・従業員）【人】","F2410_雇用者数（労働者派遣事業所の派遣社員）【人】","F2411_雇用者数（パート・アルバイト・その他）【人】","F2705_他市区町村への通勤者数【人】","F2803_他市区町村からの通勤者数【人】"
"2015100000","2015年度","01581","北海道 厚真町","","2827","1704","1123","2787","1681","1106","40","1478","642","945","489","1318","1776","137","1160","37","579","495","1088"
"2015100000","2015年度","01584","北海道 洞爺湖町","","4529","2384","2145","4337","2271","2066","192","3768","802","595","588","3072","3189","205","1971","51","1167","1052","1515"
"2015100000","2015年度","01585","北海道 安平町","","4137","2448","1689","4006","2358","1648","131","3078","679","999","664","2313","3059","187","1851","73","1135","1176","1817"
"2015100000","2015年度","01586","北海道 むかわ町","","4634","2664","1970","4485","2555","1930","149","3099","927","1477","781","2202","3004","228","1842","48","1114","659","805"
"2015100000","2015年度","01601","北海道 日高町","","6776","4048","2728","6591","3919","2672","185","4134","1103","1960","870","3749","4887","346","3336","34","1517","788","799"
"2015100000","2015年度","01602","北海道 平取町","","2931","1689","1242","2842","1637","1205","89","1674","565","1021","422","1380","1880","115","1179","37","664","350","420"
"2015100000","2015年度","01604","北海道 新冠町","","3005","1746","1259","2934","1697","1237","71","1800","424","1070","427","1426","2030","201","1293","6","731","701","594"
"2015100000","2015年度","01607","北海道 浦河町","","7024","4111","2913","6739","3933","2806","285","4537","1048","1660","824","4252","5147","396","3526","39","1582","435","707"
"2015100000","2015年度","01608","北海道 様似町","","2408","1384","1024","2325","1339","986","83","1644","452","609","481","1208","1554","152","952","18","584","432","260"
"2015100000","2015年度","01609","北海道 えりも町","","2897","1716","1181","2839","1680","1159","58","1318","596","1421","291","1111","1389","95","950","47","392","95","100"
"2015100000","2015年度","01610","北海道 新ひだか町","","11780","6789","4991","11258","6446","4812","522","8387","1712","2355","1560","7238","8356","672","5532","50","2774","983","1045"
"2015100000","2015年度","01631","北海道 音更町","","22157","11958","10199","21432","11522","9910","725","14388","2461","2698","3764","14323","16573","943","10353","541","5679","9632","4221"
"2015100000","2015年度","01632","北海道 士幌町","","3434","1879","1555","3341","1818","1523","93","1851","483","1430","410","1493","1980","151","1283","71","626","429","1216"
"2015100000","2015年度","01633","北海道 上士幌町","","2535","1419","1116","2478","1386","1092","57","1664","426","827","321","1308","1671","161","1089","28","554","311","497"
"2015100000","2015年度","01634","北海道 鹿追町","","3072","1723","1349","3013","1684","1329","59","1656","428","1079","184","1736","2030","150","1298","32","700","288","474"
"2015100000","2015年度","01635","北海道 新得町","","3375","1967","1408","3298","1921","1377","77","2234","521","675","488","2123","2514","204","1614","50","850","438","534"
"2015100000","2015年度","01636","北海道 清水町","","4936","2751","2185","4752","2629","2123","184","3378","843","1319","869","2501","3150","250","1967","80","1103","787","1074"
"2015100000","2015年度","01637","北海道 芽室町","","9728","5269","4459","9475","5114","4361","253","5455","1439","2148","1565","5234","6299","430","3949","168","2182","3198","4051"
"2015100000","2015年度","01638","北海道 中札内村","","2152","1178","974","2109","1147","962","43","1293","345","651","346","1108","1478","137","967","16","495","440","792"
"2015100000","2015年度","01639","北海道 更別村","","1879","1041","838","1843","1018","825","36","874","319","861","177","803","1034","79","669","15","350","263","387"
"2015100000","2015年度","01641","北海道 大樹町","","3152","1793","1359","3106","1766","1340","46","1875","533","980","532","1564","2223","170","1431","40","752","243","516"
"2015100000","2015年度","01642","北海道 広尾町","","3652","2111","1541","3564","2040","1524","88","2528","633","808","753","1943","2495","243","1622","40","833","258","209"
"2015100000","2015年度","01643","北海道 幕別町","","13648","7433","6215","13177","7130","6047","471","9168","1864","2104","2219","8683","10063","658","6229","225","3609","6091","2787"
"2015100000","2015年度","01644","北海道 池田町","","3366","1873","1493","3250","1802","1448","116","2764","657","808","563","1853","2153","146","1279","34","840","721","607"
"2015100000","2015年度","01645","北海道 豊頃町","","1789","1017","772","1748","993","755","41","1074","346","775","193","773","1011","110","646","16","349","199","363"
"2015100000","2015年度","01646","北海道 本別町","","3902","2226","1676","3818","2165","1653","84","2711","779","1015","673","2082","2516","208","1614","33","869","378","499"
"2015100000","2015年度","01647","北海道 足寄町","","3578","2058","1520","3516","2014","1502","62","2574","660","895","524","2041","2493","210","1630","30","833","285","374"
"2015100000","2015年度","01648","北海道 陸別町","","1285","783","502","1254","759","495","31","938","222","378","175","690","908","85","628","6","274","54","122"
"2015100000","2015年度","01649","北海道 浦幌町","","2678","1530","1148","2633","1499","1134","45","1667","557","905","388","1237","1653","128","1013","64","576","221","305"
"2015100000","2015年度","01661","北海道 釧路町","","10666","5921","4745","10145","5625","4520","521","6600","1045","766","2004","7176","8184","425","5350","129","2705","4399","3365"
"2015100000","2015年度","01662","北海道 厚岸町","","5646","3070","2576","5535","3002","2533","111","3004","1044","1686","1214","2615","3585","299","2234","19","1332","392","377"
"2015100000","2015年度","01663","北海道 浜中町","","3828","2109","1719","3745","2056","1689","83","1428","782","1887","613","1243","1752","151","1116","17","619","106","233"
"2015100000","2015年度","01664","北海道 標茶町","","4031","2237","1794","3953","2192","1761","78","2695","567","1262","494","2178","2606","201","1714","23","869","337","392"
"2015100000","2015年度","01665","北海道 弟子屈町","","4086","2264","1822","3958","2179","1779","128","2861","717","594","582","2768","2846","257","1755","25","1066","189","317"
"2015100000","2015年度","01667","北海道 鶴居村","","1251","729","522","1230","716","514","21","931","167","421","115","690","869","72","556","10","303","229","372"
"2015100000","2015年度","01668","北海道 白糠町","","4083","2263","1820","3894","2129","1765","189","3181","685","539","1215","2127","3099","237","1919","43","1137","982","1454"
"2015100000","2015年度","01691","北海道 別海町","","8619","5024","3595","8507","4950","3557","112","4167","1057","3357","1115","3924","5126","470","3309","53","1764","532","1195"
"2015100000","2015年度","01692","北海道 中標津町","","13034","7390","5644","12615","7141","5474","419","6912","1344","1553","2452","8535","9929","675","6615","43","3271","1516","806"
"2015100000","2015年度","01693","北海道 標津町","","2976","1711","1265","2899","1665","1234","77","1584","473","958","470","1468","1920","174","1148","6","766","371","577"
"2015100000","2015年度","01694","北海道 羅臼町","","3275","1939","1336","3221","1904","1317","54","1490","523","1262","648","1311","2163","298","1414","15","734","40","116"
"2015100000","2015年度","02201","青森県 青森市","","139170","75842","63328","130968","70669","60299","8202","105049","14509","3956","19050","102763","107198","5328","71856","1998","33344","7612","11062"
"2015100000","2015年度","02202","青森県 弘前市","","89796","46899","42897","85719","44465","41254","4077","61426","13757","12316","13579","54242","60182","3159","40186","1384","18612","10292","19512"
"2015100000","2015年度","02203","青森県 八戸市","","114320","63498","50822","108032","59622","48410","6288","83080","11455","3625","24286","77656","89982","5061","62191","1842","25949","9303","17318"
"2015100000","2015年度","02204","青森県 黒石市","","18419","9711","8708","17552","9125","8427","867","11579","2617","2780","4213","10066","12748","574","8715","317","3716","6453","4703"
"2015100000","2015年度","02205","青森県 五所川原市","","27858","14679","13179","26206","13666","12540","1652","20419","3982","3704","5157","16512","18667","1085","12528","416","5723","6639","6816"
"2015100000","2015年度","02206","青森県 十和田市","","32489","17529","14960","31098","16671","14427","1391","21383","4880","3767","6821","19263","23089","1340","15816","430","6843","5463","5440"
"2015100000","2015年度","02207","青森県 三沢市","","20456","11908","8548","19625","11361","8264","831","11788","2011","1344","4078","13225","15732","711","11373","314","4045","4884","6403"
"2015100000","2015年度","02208","青森県 むつ市","","28057","16375","11682","26565","15388","11177","1492","21858","2937","1386","5591","19002","21784","904","14593","288","6903","2442","1507"
"2015100000","2015年度","02209","青森県 つがる市","","16965","9265","7700","15881","8532","7349","1084","11669","3132","4681","2872","7911","9576","420","6300","207","3069","4533","3354"
"2015100000","2015年度","02210","青森県 平川市","","17648","9423","8225","16331","8519","7812","1317","10511","3053","3972","3630","8641","10991","445","7524","272","3195","7157","4338"
"2015100000","2015年度","02301","青森県 平内町","","5995","3221","2774","5745","3050","2695","250","4029","1219","1591","1174","2931","3600","151","2355","75","1170","1517","629"
"2015100000","2015年度","02303","青森県 今別町","","1178","720","458","1081","646","435","97","1437","266","145","322","609","757","42","510","12","235","290","207"
"2015100000","2015年度","02304","青森県 蓬田村","","1497","829","668","1411","765","646","86","1077","291","409","314","686","913","27","628","8","277","528","340"
"2015100000","2015年度","02307","青森県 外ヶ浜町","","2760","1607","1153","2597","1476","1121","163","2975","579","599","533","1455","1728","87","1071","11","646","508","624"
"2015100000","2015年度","02321","青森県 鰺ヶ沢町","","4971","2690","2281","4672","2480","2192","299","4260","884","1050","839","2777","3162","129","2016","47","1099","1275","926"
"2015100000","2015年度","02323","青森県 深浦町","","3847","2220","1627","3670","2091","1579","177","3908","782","920","743","2005","2435","139","1577","26","832","452","284"
"2015100000","2015年度","02343","青森県 西目屋村","","837","496","341","806","476","330","31","436","202","222","222","357","554","23","387","8","159","316","259"
"2015100000","2015年度","02361","青森県 藤崎町","","8467","4458","4009","8054","4181","3873","413","4770","1376","1924","1565","4501","5517","211","3788","127","1602","4131","2479"
"2015100000","2015年度","02362","青森県 大鰐町","","5103","2727","2376","4783","2521","2262","320","3753","1007","1056","958","2752","3294","125","2143","57","1094","2319","837"
"2015100000","2015年度","02367","青森県 田舎館村","","4250","2301","1949","4049","2164","1885","201","2622","718","900","946","2195","2862","112","2028","64","770","2402","1208"
"2015100000","2015年度","02381","青森県 板柳町","","8272","4298","3974","7897","4065","3832","375","4131","1955","2999","1255","3633","4297","206","2827","93","1377","2887","1499"
"2015100000","2015年度","02384","青森県 鶴田町","","7500","4040","3460","7096","3776","3320","404","4316","1611","2475","1311","3301","4160","180","2709","98","1353","2868","1518"
"2015100000","2015年度","02387","青森県 中泊町","","5298","3138","2160","4744","2753","1991","554","4797","891","1122","1322","2251","3034","182","2181","60","793","1332","850"
"2015100000","2015年度","02401","青森県 野辺地町","","6652","3653","2999","6284","3407","2877","368","5291","819","492","1609","4133","5103","230","3402","85","1616","2029","1118"
"2015100000","2015年度","02402","青森県 七戸町","","8277","4502","3775","7894","4248","3646","383","5749","1567","1480","1783","4586","5602","281","3892","142","1568","2646","1915"
"2015100000","2015年度","02405","青森県 六戸町","","5621","3109","2512","5378","2942","2436","243","3355","945","1105","1335","2904","3827","202","2647","94","1086","2881","1688"
"2015100000","2015年度","02406","青森県 横浜町","","2411","1412","999","2308","1347","961","103","1674","419","753","580","947","1556","57","1045","23","488","602","731"
"2015100000","2015年度","02408","青森県 東北町","","9444","5200","4244","9004","4897","4107","440","6294","1636","2268","2087","4567","6069","306","4314","109","1646","3086","1929"
"2015100000","2015年度","02411","青森県 六ヶ所村","","6312","4140","2172","6095","3986","2109","217","2782","620","787","2346","2931","5069","244","4025","93","951","406","5787"
"2015100000","2015年度","02412","青森県 おいらせ町","","12706","6927","5779","12060","6533","5527","646","7623","1371","1119","3387","7204","9878","350","6711","245","2922","6739","3705"
"2015100000","2015年度","02423","青森県 大間町","","2709","1737","972","2569","1627","942","140","1805","424","612","566","1380","1678","88","1149","11","518","222","564"
"2015100000","2015年度","02424","青森県 東通村","","3609","2334","1275","3466","2234","1232","143","2236","566","960","854","1650","2477","78","1798","25","654","1030","921"
"2015100000","2015年度","02425","青森県 風間浦村","","1031","624","407","955","561","394","76","774","206","199","208","547","651","40","397","5","249","340","121"
"2015100000","2015年度","02426","青森県 佐井村","","1038","648","390","973","597","376","65","914","222","233","233","491","622","29","410","5","207","196","86"
"2015100000","2015年度","02441","青森県 三戸町","","5373","2920","2453","5112","2727","2385","261","3624","1094","1582","968","2517","3036","186","2119","82","835","1506","1485"
"2015100000","2015年度","02442","青森県 五戸町","","9522","5194","4328","9036","4868","4168","486","6185","1914","2069","2344","4594","6225","317","4320","111","1794","3558","2098"
"2015100000","2015年度","02443","青森県 田子町","","3099","1636","1463","2997","1563","1434","102","1921","753","1098","708","1186","1774","118","1253","24","497","671","607"
"2015100000","2015年度","02445","青森県 南部町","","9745","5240","4505","9370","4988","4382","375","6625","1988","2355","2039","4915","6069","355","4127","118","1824","4026","1630"
"2015100000","2015年度","02446","青森県 階上町","","6933","3922","3011","6480","3641","2839","453","5299","669","563","1961","3818","5400","246","3477","125","1798","4099","1524"
"2015100000","2015年度","02450","青森県 新郷村","","1447","796","651","1407","764","643","40","854","449","682","243","481","688","32","451","13","224","354","243"
"2015100000","2015年度","03201","岩手県 盛岡市","","150121","81756","68365","143723","77863","65860","6398","99669","15341","4797","20013","115081","120167","6365","81138","2756","36273","22205","35884"
"2015100000","2015年度","03202","岩手県 宮古市","","27770","16460","11310","26507","15575","10932","1263","21799","3953","2099","7411","16705","21027","1020","14814","329","5884","1799","3013"
"2015100000","2015年度","03203","岩手県 大船渡市","","19513","11188","8325","18838","10754","8084","675","13650","2853","1393","5585","11625","14709","821","10596","213","3900","1989","3452"
"2015100000","2015年度","03205","岩手県 花巻市","","51180","27944","23236","49218","26661","22557","1962","33610","8368","6007","12923","29641","38125","1912","26050","977","11098","11747","8145"
"2015100000","2015年度","03206","岩手県 北上市","","49063","28025","21038","47239","26812","20427","1824","28538","5563","3103","17056","26246","39137","1604","26629","1494","11014","9402","13724"
"2015100000","2015年度","03207","岩手県 久慈市","","18039","10033","8006","17134","9448","7686","905","12809","2095","1607","4852","10626","13939","716","9899","165","3875","1942","2289"
"2015100000","2015年度","03208","岩手県 遠野市","","14850","8346","6504","14291","7954","6337","559","10079","2872","2632","4424","7212","10235","470","7180","159","2896","1823","1247"
"2015100000","2015年度","03209","岩手県 一関市","","62608","35455","27153","60063","33715","26348","2545","43433","10279","7939","18078","33328","45598","2302","31496","1179","12923","7143","6465"
