"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"1980100000","1980年度","01345","北海道 森町","","6291618","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01346","北海道 八雲町","","7802398","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01347","北海道 長万部町","","3008089","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01361","北海道 江差町","","3384840","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01362","北海道 上ノ国町","","2519238","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01363","北海道 厚沢部町","","2584499","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01364","北海道 乙部町","","2150944","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01367","北海道 奥尻町","","2628031","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01370","北海道 今金町","","3582503","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01371","北海道 せたな町","","7342651","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01391","北海道 島牧村","","1629809","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01392","北海道 寿都町","","1690290","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01393","北海道 黒松内町","","2777385","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01394","北海道 蘭越町","","3345934","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01395","北海道 ニセコ町","","1891044","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01396","北海道 真狩村","","2030460","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01397","北海道 留寿都村","","1771043","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01398","北海道 喜茂別町","","1713939","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01399","北海道 京極町","","2425978","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01400","北海道 倶知安町","","4065145","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01401","北海道 共和町","","3576644","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01402","北海道 岩内町","","4699903","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01403","北海道 泊村","","1378374","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01404","北海道 神恵内村","","1361521","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01405","北海道 積丹町","","2023021","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01406","北海道 古平町","","2313037","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01407","北海道 仁木町","","1691056","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01408","北海道 余市町","","5615992","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01409","北海道 赤井川村","","1056849","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01423","北海道 南幌町","","2614564","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01424","北海道 奈井江町","","2628944","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01425","北海道 上砂川町","","2984072","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01427","北海道 由仁町","","2672434","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01428","北海道 長沼町","","4340839","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01429","北海道 栗山町","","5625409","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01430","北海道 月形町","","2328533","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01431","北海道 浦臼町","","2224235","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01432","北海道 新十津川町","","5058663","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01433","北海道 妹背牛町","","1589385","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01434","北海道 秩父別町","","2069712","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01436","北海道 雨竜町","","1685924","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01437","北海道 北竜町","","1712354","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01438","北海道 沼田町","","2646668","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01452","北海道 鷹栖町","","3636323","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01453","北海道 東神楽町","","2322430","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01454","北海道 当麻町","","3251430","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01455","北海道 比布町","","2204508","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01456","北海道 愛別町","","2298164","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01457","北海道 上川町","","3457755","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01458","北海道 東川町","","2780862","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01459","北海道 美瑛町","","6171229","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01460","北海道 上富良野町","","4417059","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01461","北海道 中富良野町","","2860803","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01462","北海道 南富良野町","","2463827","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01463","北海道 占冠村","","1391658","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01464","北海道 和寒町","","3575679","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01465","北海道 剣淵町","","3269091","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01468","北海道 下川町","","3731543","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01469","北海道 美深町","","3699901","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01470","北海道 音威子府村","","1495406","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01471","北海道 中川町","","2276810","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01472","北海道 幌加内町","","2804602","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01481","北海道 増毛町","","3057973","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01482","北海道 小平町","","3049187","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01483","北海道 苫前町","","2383043","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01484","北海道 羽幌町","","3810409","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01485","北海道 初山別村","","1402513","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01486","北海道 遠別町","","2190654","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01487","北海道 天塩町","","3108665","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01511","北海道 猿払村","","3083178","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01512","北海道 浜頓別町","","3042537","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01513","北海道 中頓別町","","1930781","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01514","北海道 枝幸町","","6486447","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01516","北海道 豊富町","","3741148","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01517","北海道 礼文町","","2683804","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01518","北海道 利尻町","","1982679","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01519","北海道 利尻富士町","","2643718","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01520","北海道 幌延町","","3132254","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01543","北海道 美幌町","","5866370","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01544","北海道 津別町","","3449043","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01545","北海道 斜里町","","5412181","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01546","北海道 清里町","","2926856","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01547","北海道 小清水町","","2783353","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01549","北海道 訓子府町","","2772644","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01550","北海道 置戸町","","2898294","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01552","北海道 佐呂間町","","3579904","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01555","北海道 遠軽町","","9885202","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01559","北海道 湧別町","","5425134","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01560","北海道 滝上町","","2901247","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01561","北海道 興部町","","3497019","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01562","北海道 西興部村","","1259440","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01563","北海道 雄武町","","3104306","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01564","北海道 大空町","","5626755","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01571","北海道 豊浦町","","2845590","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01575","北海道 壮瞥町","","2642093","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01578","北海道 白老町","","5671491","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01581","北海道 厚真町","","3241181","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01584","北海道 洞爺湖町","","7129904","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01585","北海道 安平町","","3483899","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01586","北海道 むかわ町","","5477335","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01601","北海道 日高町","","6240199","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01602","北海道 平取町","","3378069","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01604","北海道 新冠町","","3294494","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01607","北海道 浦河町","","6034603","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01608","北海道 様似町","","2599403","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01609","北海道 えりも町","","3185408","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01610","北海道 新ひだか町","","10115685","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01631","北海道 音更町","","9094089","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01632","北海道 士幌町","","5287045","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01633","北海道 上士幌町","","3552527","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01634","北海道 鹿追町","","3969797","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01635","北海道 新得町","","5625439","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01636","北海道 清水町","","7785340","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01637","北海道 芽室町","","7741976","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01638","北海道 中札内村","","3291169","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01639","北海道 更別村","","3219649","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01641","北海道 大樹町","","4495218","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01642","北海道 広尾町","","5772868","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01643","北海道 幕別町","","9256202","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01644","北海道 池田町","","6213594","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01645","北海道 豊頃町","","4107740","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01646","北海道 本別町","","5166566","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01647","北海道 足寄町","","5512993","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01648","北海道 陸別町","","2599449","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01649","北海道 浦幌町","","5444094","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01661","北海道 釧路町","","3457695","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01662","北海道 厚岸町","","5607528","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01663","北海道 浜中町","","3491368","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01664","北海道 標茶町","","6811056","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01665","北海道 弟子屈町","","4431697","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01667","北海道 鶴居村","","2705757","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01668","北海道 白糠町","","3981180","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01691","北海道 別海町","","8874122","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01692","北海道 中標津町","","7179362","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01693","北海道 標津町","","3452757","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","01694","北海道 羅臼町","","2277949","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02201","青森県 青森市","","55911766","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02202","青森県 弘前市","","36175104","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02203","青森県 八戸市","","44709825","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02204","青森県 黒石市","","7970232","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02205","青森県 五所川原市","","15123477","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02206","青森県 十和田市","","16108888","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02207","青森県 三沢市","","10258032","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02208","青森県 むつ市","","14948576","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02209","青森県 つがる市","","10690472","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02210","青森県 平川市","","8886788","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02301","青森県 平内町","","3638964","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02303","青森県 今別町","","1832075","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02304","青森県 蓬田村","","2187349","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02307","青森県 外ヶ浜町","","4285617","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02321","青森県 鰺ヶ沢町","","4086717","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02323","青森県 深浦町","","4033304","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02343","青森県 西目屋村","","1170850","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02361","青森県 藤崎町","","3820490","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02362","青森県 大鰐町","","3830358","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02367","青森県 田舎館村","","1805686","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02381","青森県 板柳町","","2859864","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02384","青森県 鶴田町","","3316778","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02387","青森県 中泊町","","4124276","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02401","青森県 野辺地町","","3594447","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02402","青森県 七戸町","","5757663","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02405","青森県 六戸町","","2558884","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02406","青森県 横浜町","","1877039","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02408","青森県 東北町","","7125238","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02411","青森県 六ヶ所村","","4099382","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02412","青森県 おいらせ町","","4403211","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02423","青森県 大間町","","1677439","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02424","青森県 東通村","","3248124","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02425","青森県 風間浦村","","1068781","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02426","青森県 佐井村","","1501580","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02441","青森県 三戸町","","3816068","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02442","青森県 五戸町","","5255557","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02443","青森県 田子町","","3141551","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02445","青森県 南部町","","6738275","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02446","青森県 階上町","","2759199","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","02450","青森県 新郷村","","2251663","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03201","岩手県 盛岡市","","44257122","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03202","岩手県 宮古市","","17370242","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03203","岩手県 大船渡市","","10074160","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03205","岩手県 花巻市","","23800630","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03206","岩手県 北上市","","17599632","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03207","岩手県 久慈市","","10849146","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03208","岩手県 遠野市","","10778394","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03209","岩手県 一関市","","33567796","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
